"cfu.m","predicted"
0,0
10,0.00173685326879682
20,0.00347180028587825
30,0.00520484418778093
40,0.00693598810416412
50,0.00866523515782858
60,0.0103925884647354
70,0.0121180511340245
80,0.0138416262680336
90,0.0155633169623165
100,0.017283126305662
110,0.0190010573801118
120,0.0207171132609796
130,0.0224312970168688
140,0.0241436117096913
150,0.0258540603946853
160,0.0275626461204339
170,0.0292693719288829
180,0.0309742408553589
190,0.0326772559285875
200,0.034378420170711
210,0.0360777365973063
220,0.0377752082174028
230,0.0394708380335003
240,0.0411646290415862
250,0.042856584231154
260,0.0445467065852198
270,0.0462349990803408
280,0.0479214646866322
290,0.049606106367785
300,0.0512889270810828
310,0.0529699297774198
320,0.0546491174013176
330,0.0563264928909425
340,0.0580020591781225
350,0.0596758191883647
360,0.0613477758408721
370,0.0630179320485606
380,0.064686290718076
390,0.0663528547498107
400,0.0680176270379207
410,0.0696806104703421
420,0.0713418079288081
430,0.0730012222888655
440,0.0746588564198913
450,0.0763147131851091
460,0.0779687954416058
470,0.0796211060403481
480,0.0812716478261984
490,0.0829204236379318
500,0.0845674363082519
510,0.086212688663807
520,0.0878561835252066
530,0.0894979237070374
540,0.0911379120178792
550,0.092776151260321
560,0.094412644230977
570,0.0960473937205027
580,0.0976804025136103
590,0.0993116733890849
600,0.1009412091198
610,0.102569012472734
620,0.104195086208984
630,0.105819433083784
640,0.107442055846518
650,0.109062957240737
660,0.110682140004175
670,0.112299606868761
680,0.113915360560639
690,0.115529403800181
700,0.117141739302002
710,0.118752369774976
720,0.120361297922249
730,0.121968526441258
740,0.123574058023744
750,0.125177895355765
760,0.126780041117717
770,0.12838049798434
780,0.129979268624741
790,0.131576355702405
800,0.13317176187521
810,0.134765489795443
820,0.136357542109814
830,0.137947921459469
840,0.139536630480007
850,0.141123671801495
860,0.142709048048479
870,0.144292761840003
880,0.145874815789619
890,0.147455212505405
900,0.149033954589977
910,0.150611044640505
920,0.152186485248724
930,0.153760279000955
940,0.15533242847811
950,0.156902936255714
960,0.158471804903913
970,0.160039036987495
980,0.161604635065896
990,0.16316860169322
1000,0.16473093941825
1010,0.166291650784462
1020,0.16785073833004
1030,0.169408204587889
1040,0.17096405208565
1050,0.17251828334571
1060,0.174070900885221
1070,0.175621907216107
1080,0.177171304845085
1090,0.178719096273673
1100,0.180265283998206
1110,0.181809870509847
1120,0.183352858294604
1130,0.184894249833341
1140,0.18643404760179
1150,0.187972254070567
1160,0.189508871705186
1170,0.191043902966067
1180,0.192577350308554
1190,0.194109216182928
1200,0.195639503034415
1210,0.197168213303207
1220,0.198695349424467
1230,0.200220913828346
1240,0.201744908939998
1250,0.203267337179587
1260,0.204788200962305
1270,0.206307502698383
1280,0.207825244793101
1290,0.209341429646806
1300,0.210856059654922
1310,0.212369137207959
1320,0.213880664691534
