"well","strain","f.j","starch","cond.SN","cond.SN.dil","x","cfu.m","cfu.sd","od600.m","od600.sd"
"A01","E",0.994468346650277,TRUE,"C","0.1",0.5,54402.9357798165,3481.29930167983,0.2784,0.0178150997128216
"A01","E",1,FALSE,"C","0.1",0.5,54402.9357798165,3481.29930167983,0.2784,0.0178150997128216
"A01","E",0.977370509023859,TRUE,"C","0.1",0.25,54402.9357798165,3481.29930167983,0.2784,0.0178150997128216
"A01","E",0.0112868078448901,TRUE,"C","0.1",0.025,54402.9357798165,3481.29930167983,0.2784,0.0178150997128216
"A01","E",0.0954908643906799,TRUE,"C","0.1",0.05,54402.9357798165,3481.29930167983,0.2784,0.0178150997128216
"A01","E",0.794211320333017,TRUE,"C","0.1",0.125,54402.9357798165,3481.29930167983,0.2784,0.0178150997128216
"A01","E",0,TRUE,"C","0.1",0,NA,NA,NA,NA
"A02","E",0.992457611778193,TRUE,"C","0.05",0.5,49361.2844036697,6669.0229935055,0.2526,0.034127864145169
"A02","E",1,FALSE,"C","0.05",0.5,49361.2844036697,6669.0229935055,0.2526,0.034127864145169
"A02","E",0.907379472636216,TRUE,"C","0.05",0.25,49361.2844036697,6669.0229935055,0.2526,0.034127864145169
"A02","E",-0.075363543112291,TRUE,"C","0.05",0.025,49361.2844036697,6669.0229935055,0.2526,0.034127864145169
"A02","E",-0.102274784287697,TRUE,"C","0.05",0.05,49361.2844036697,6669.0229935055,0.2526,0.034127864145169
"A02","E",0.492668798648404,TRUE,"C","0.05",0.125,49361.2844036697,6669.0229935055,0.2526,0.034127864145169
"A02","E",0,TRUE,"C","0.05",0,NA,NA,NA,NA
"A03","E",0.996875585827657,TRUE,"C","0.025",0.5,49322.2018348624,7557.7599888561,0.2524,0.0386758609758364
"A03","E",1,FALSE,"C","0.025",0.5,49322.2018348624,7557.7599888561,0.2524,0.0386758609758364
"A03","E",0.969943135662063,TRUE,"C","0.025",0.25,49322.2018348624,7557.7599888561,0.2524,0.0386758609758364
"A03","E",-0.101730925451478,TRUE,"C","0.025",0.025,49322.2018348624,7557.7599888561,0.2524,0.0386758609758364
"A03","E",-0.0387427357370493,TRUE,"C","0.025",0.05,49322.2018348624,7557.7599888561,0.2524,0.0386758609758364
"A03","E",0.675998250328063,TRUE,"C","0.025",0.125,49322.2018348624,7557.7599888561,0.2524,0.0386758609758364
"A03","E",0,TRUE,"C","0.025",0,NA,NA,NA,NA
"A04","E",0.384945604234049,TRUE,"C","0.0125",0.5,55770.8256880734,6277.72526682343,0.2854,0.032125448548533
"A04","E",1,FALSE,"C","0.0125",0.5,55770.8256880734,6277.72526682343,0.2854,0.032125448548533
"A04","E",0.0408115260217582,TRUE,"C","0.0125",0.25,55770.8256880734,6277.72526682343,0.2854,0.032125448548533
"A04","E",-0.118082916789179,TRUE,"C","0.0125",0.025,55770.8256880734,6277.72526682343,0.2854,0.032125448548533
"A04","E",-0.189238459276683,TRUE,"C","0.0125",0.05,55770.8256880734,6277.72526682343,0.2854,0.032125448548533
"A04","E",-0.0458688620993826,TRUE,"C","0.0125",0.125,55770.8256880734,6277.72526682343,0.2854,0.032125448548533
"A04","E",0,TRUE,"C","0.0125",0,NA,NA,NA,NA
"A05","E",0.986577668141914,TRUE,"C","0.00625",0.5,48247.4311926606,7232.59281808044,0.2469,0.0370118599610689
"A05","E",1,FALSE,"C","0.00625",0.5,48247.4311926606,7232.59281808044,0.2469,0.0370118599610689
"A05","E",0.826452876732206,TRUE,"C","0.00625",0.25,48247.4311926606,7232.59281808044,0.2469,0.0370118599610689
"A05","E",-0.39962272364507,TRUE,"C","0.00625",0.025,48247.4311926606,7232.59281808044,0.2469,0.0370118599610689
"A05","E",-0.324167452659073,TRUE,"C","0.00625",0.05,48247.4311926606,7232.59281808044,0.2469,0.0370118599610689
"A05","E",0.298991511282014,TRUE,"C","0.00625",0.125,48247.4311926606,7232.59281808044,0.2469,0.0370118599610689
"A05","E",0,TRUE,"C","0.00625",0,NA,NA,NA,NA
"A06","E",0.988132324580923,TRUE,"C","0",0.5,42150.5504587156,6784.3569667956,0.2157,0.0347180708629446
"A06","E",1,FALSE,"C","0",0.5,42150.5504587156,6784.3569667956,0.2157,0.0347180708629446
"A06","E",0.845324630371359,TRUE,"C","0",0.25,42150.5504587156,6784.3569667956,0.2157,0.0347180708629446
"A06","E",0.0225485832962468,TRUE,"C","0",0.025,42150.5504587156,6784.3569667956,0.2157,0.0347180708629446
"A06","E",0.0446026801166988,TRUE,"C","0",0.05,42150.5504587156,6784.3569667956,0.2157,0.0347180708629446
"A06","E",0.593087079068388,TRUE,"C","0",0.125,42150.5504587156,6784.3569667956,0.2157,0.0347180708629446
"A06","E",0,TRUE,"C","0",0,NA,NA,NA,NA
"B01","E",0.97947534612582,TRUE,"E","0.1",0.5,58487.0642201835,4928.16746120841,0.2993,0.025219260716982
"B01","E",1,FALSE,"E","0.1",0.5,58487.0642201835,4928.16746120841,0.2993,0.025219260716982
"B01","E",0.796878795239252,TRUE,"E","0.1",0.25,58487.0642201835,4928.16746120841,0.2993,0.025219260716982
"B01","E",-0.0718362885596306,TRUE,"E","0.1",0.025,58487.0642201835,4928.16746120841,0.2993,0.025219260716982
"B01","E",-0.0683143065338838,TRUE,"E","0.1",0.05,58487.0642201835,4928.16746120841,0.2993,0.025219260716982
"B01","E",0.344729171726986,TRUE,"E","0.1",0.125,58487.0642201835,4928.16746120841,0.2993,0.025219260716982
"B01","E",0,TRUE,"E","0.1",0,NA,NA,NA,NA
"B02","E",0.973672028700382,TRUE,"E","0.05",0.5,56005.3211009174,6165.88683193316,0.2866,0.0315531297972166
"B02","E",1,FALSE,"E","0.05",0.5,56005.3211009174,6165.88683193316,0.2866,0.0315531297972166
"B02","E",0.745631292674459,TRUE,"E","0.05",0.25,56005.3211009174,6165.88683193316,0.2866,0.0315531297972166
"B02","E",0.0146395093160514,TRUE,"E","0.05",0.025,56005.3211009174,6165.88683193316,0.2866,0.0315531297972166
"B02","E",-0.0589052193033215,TRUE,"E","0.05",0.05,56005.3211009174,6165.88683193316,0.2866,0.0315531297972166
"B02","E",0.290533503066775,TRUE,"E","0.05",0.125,56005.3211009174,6165.88683193316,0.2866,0.0315531297972166
"B02","E",0,TRUE,"E","0.05",0,NA,NA,NA,NA
"B03","E",0.584111135228999,TRUE,"E","0.025",0.5,43518.4403669725,3298.36968397632,0.2227,0.0168789810118976
"B03","E",1,FALSE,"E","0.025",0.5,43518.4403669725,3298.36968397632,0.2227,0.0168789810118976
"B03","E",0.140546993705231,TRUE,"E","0.025",0.25,43518.4403669725,3298.36968397632,0.2227,0.0168789810118976
"B03","E",0.0267527675276752,TRUE,"E","0.025",0.025,43518.4403669725,3298.36968397632,0.2227,0.0168789810118976
"B03","E",0.0613197308443673,TRUE,"E","0.025",0.05,43518.4403669725,3298.36968397632,0.2227,0.0168789810118976
"B03","E",0.0619166485782504,TRUE,"E","0.025",0.125,43518.4403669725,3298.36968397632,0.2227,0.0168789810118976
"B03","E",0,TRUE,"E","0.025",0,NA,NA,NA,NA
"B04","E",0.940555081687553,TRUE,"E","0.0125",0.5,38203.2110091743,5190.0006559914,0.1955,0.0265591582865288
"B04","E",1,FALSE,"E","0.0125",0.5,38203.2110091743,5190.0006559914,0.1955,0.0265591582865288
"B04","E",0.561839774293025,TRUE,"E","0.0125",0.25,38203.2110091743,5190.0006559914,0.1955,0.0265591582865288
"B04","E",-0.159110294600092,TRUE,"E","0.0125",0.025,38203.2110091743,5190.0006559914,0.1955,0.0265591582865288
"B04","E",-0.157076307328915,TRUE,"E","0.0125",0.05,38203.2110091743,5190.0006559914,0.1955,0.0265591582865288
"B04","E",-0.0241453972836427,TRUE,"E","0.0125",0.125,38203.2110091743,5190.0006559914,0.1955,0.0265591582865288
"B04","E",0,TRUE,"E","0.0125",0,NA,NA,NA,NA
"B05","E",0.97279322853688,TRUE,"E","0.00625",0.5,36405.4128440367,4856.18282782557,0.1863,0.024850888649436
"B05","E",1,FALSE,"E","0.00625",0.5,36405.4128440367,4856.18282782557,0.1863,0.024850888649436
"B05","E",0.746289985709575,TRUE,"E","0.00625",0.25,36405.4128440367,4856.18282782557,0.1863,0.024850888649436
"B05","E",0.0155545784324501,TRUE,"E","0.00625",0.025,36405.4128440367,4856.18282782557,0.1863,0.024850888649436
"B05","E",0.0412773441793999,TRUE,"E","0.00625",0.05,36405.4128440367,4856.18282782557,0.1863,0.024850888649436
"B05","E",0.319226118500605,TRUE,"E","0.00625",0.125,36405.4128440367,4856.18282782557,0.1863,0.024850888649436
"B05","E",0,TRUE,"E","0.00625",0,NA,NA,NA,NA
"B06","E",0.988686008737538,TRUE,"E","0",0.5,40274.5871559633,6310.25159794424,0.2061,0.0322918978486348
"B06","E",1,FALSE,"E","0",0.5,40274.5871559633,6310.25159794424,0.2061,0.0322918978486348
"B06","E",0.863391956984429,TRUE,"E","0",0.25,40274.5871559633,6310.25159794424,0.2061,0.0322918978486348
"B06","E",0.0599305477764086,TRUE,"E","0",0.025,40274.5871559633,6310.25159794424,0.2061,0.0322918978486348
"B06","E",0.0488966058026213,TRUE,"E","0",0.05,40274.5871559633,6310.25159794424,0.2061,0.0322918978486348
"B06","E",0.511594040551137,TRUE,"E","0",0.125,40274.5871559633,6310.25159794424,0.2061,0.0322918978486348
"B06","E",0,TRUE,"E","0",0,NA,NA,NA,NA
"D01","E",0.982979229899423,TRUE,"M","0.1",0.5,54676.5137614679,4249.24968497722,0.2798,0.0217449866508224
"D01","E",1,FALSE,"M","0.1",0.5,54676.5137614679,4249.24968497722,0.2798,0.0217449866508224
"D01","E",0.830625483544605,TRUE,"M","0.1",0.25,54676.5137614679,4249.24968497722,0.2798,0.0217449866508224
"D01","E",-0.00410640956971964,TRUE,"M","0.1",0.025,54676.5137614679,4249.24968497722,0.2798,0.0217449866508224
"D01","E",0.0371362256739869,TRUE,"M","0.1",0.05,54676.5137614679,4249.24968497722,0.2798,0.0217449866508224
"D01","E",0.387549842290067,TRUE,"M","0.1",0.125,54676.5137614679,4249.24968497722,0.2798,0.0217449866508224
"D01","E",0,TRUE,"M","0.1",0,NA,NA,NA,NA
"D02","E",0.996657754010695,TRUE,"M","0.05",0.5,49498.0733944954,6737.28900419149,0.2533,0.0344772066411677
"D02","E",1,FALSE,"M","0.05",0.5,49498.0733944954,6737.28900419149,0.2533,0.0344772066411677
"D02","E",0.977328431372549,TRUE,"M","0.05",0.25,49498.0733944954,6737.28900419149,0.2533,0.0344772066411677
"D02","E",0.109458556149733,TRUE,"M","0.05",0.025,49498.0733944954,6737.28900419149,0.2533,0.0344772066411677
"D02","E",0.29718137254902,TRUE,"M","0.05",0.05,49498.0733944954,6737.28900419149,0.2533,0.0344772066411677
"D02","E",0.674799465240642,TRUE,"M","0.05",0.125,49498.0733944954,6737.28900419149,0.2533,0.0344772066411677
"D02","E",0,TRUE,"M","0.05",0,NA,NA,NA,NA
"D03","E",0.994819249366797,TRUE,"M","0.025",0.5,46215.1376146789,6778.85124908472,0.2365,0.0346898960633913
"D03","E",1,FALSE,"M","0.025",0.5,46215.1376146789,6778.85124908472,0.2365,0.0346898960633913
"D03","E",0.956884641952567,TRUE,"M","0.025",0.25,46215.1376146789,6778.85124908472,0.2365,0.0346898960633913
"D03","E",0.0615358047432649,TRUE,"M","0.025",0.025,46215.1376146789,6778.85124908472,0.2365,0.0346898960633913
"D03","E",0.174418604651163,TRUE,"M","0.025",0.05,46215.1376146789,6778.85124908472,0.2365,0.0346898960633913
"D03","E",0.574372553534423,TRUE,"M","0.025",0.125,46215.1376146789,6778.85124908472,0.2365,0.0346898960633913
"D03","E",0,TRUE,"M","0.025",0,NA,NA,NA,NA
"D04","E",0.934936786925686,TRUE,"M","0.0125",0.5,41798.8073394495,4958.55144896311,0.2139,0.0253747468515014
"D04","E",1,FALSE,"M","0.0125",0.5,41798.8073394495,4958.55144896311,0.2139,0.0253747468515014
"D04","E",0.560962072155412,TRUE,"M","0.0125",0.25,41798.8073394495,4958.55144896311,0.2139,0.0253747468515014
"D04","E",-0.0527906259636139,TRUE,"M","0.0125",0.025,41798.8073394495,4958.55144896311,0.2139,0.0253747468515014
"D04","E",-0.0465001541782302,TRUE,"M","0.0125",0.05,41798.8073394495,4958.55144896311,0.2139,0.0253747468515014
"D04","E",0.0234350909651556,TRUE,"M","0.0125",0.125,41798.8073394495,4958.55144896311,0.2139,0.0253747468515014
"D04","E",0,TRUE,"M","0.0125",0,NA,NA,NA,NA
"D05","E",0.98731278623592,TRUE,"M","0.00625",0.5,39942.3853211009,5818.94404123902,0.2044,0.0297776948589227
"D05","E",1,FALSE,"M","0.00625",0.5,39942.3853211009,5818.94404123902,0.2044,0.0297776948589227
"D05","E",0.867248421834385,TRUE,"M","0.00625",0.25,39942.3853211009,5818.94404123902,0.2044,0.0297776948589227
"D05","E",0.0201138754796388,TRUE,"M","0.00625",0.025,39942.3853211009,5818.94404123902,0.2044,0.0297776948589227
"D05","E",0.0541527416759501,TRUE,"M","0.00625",0.05,39942.3853211009,5818.94404123902,0.2044,0.0297776948589227
"D05","E",0.350043322193341,TRUE,"M","0.00625",0.125,39942.3853211009,5818.94404123902,0.2044,0.0297776948589227
"D05","E",0,TRUE,"M","0.00625",0,NA,NA,NA,NA
"D06","E",0.919993205367759,TRUE,"M","0",0.5,37011.1926605505,4830.03209090357,0.1894,0.0247170656295065
"D06","E",1,FALSE,"M","0",0.5,37011.1926605505,4830.03209090357,0.1894,0.0247170656295065
"D06","E",0.46803691750184,TRUE,"M","0",0.25,37011.1926605505,4830.03209090357,0.1894,0.0247170656295065
"D06","E",0.0467130966536436,TRUE,"M","0",0.025,37011.1926605505,4830.03209090357,0.1894,0.0247170656295065
"D06","E",0.0966536436215389,TRUE,"M","0",0.05,37011.1926605505,4830.03209090357,0.1894,0.0247170656295065
"D06","E",0.163694015061435,TRUE,"M","0",0.125,37011.1926605505,4830.03209090357,0.1894,0.0247170656295065
"D06","E",0,TRUE,"M","0",0,NA,NA,NA,NA
"E01","E",0.997148072096737,TRUE,"P","0.1",0.5,57080.0917431193,5112.74262110571,0.2921,0.0261638002676302
"E01","E",1,FALSE,"P","0.1",0.5,57080.0917431193,5112.74262110571,0.2921,0.0261638002676302
"E01","E",0.986881131644992,TRUE,"P","0.1",0.25,57080.0917431193,5112.74262110571,0.2921,0.0261638002676302
"E01","E",-0.0324549395391283,TRUE,"P","0.1",0.025,57080.0917431193,5112.74262110571,0.2921,0.0261638002676302
"E01","E",0.179101072324892,TRUE,"P","0.1",0.05,57080.0917431193,5112.74262110571,0.2921,0.0261638002676302
"E01","E",0.836185261236596,TRUE,"P","0.1",0.125,57080.0917431193,5112.74262110571,0.2921,0.0261638002676302
"E01","E",0,TRUE,"P","0.1",0,NA,NA,NA,NA
"E02","E",0.998052526151792,TRUE,"P","0.05",0.5,46899.0825688073,8670.40131334376,0.24,0.0443696593030267
"E02","E",1,FALSE,"P","0.05",0.5,46899.0825688073,8670.40131334376,0.24,0.0443696593030267
"E02","E",0.994713999554863,TRUE,"P","0.05",0.25,46899.0825688073,8670.40131334376,0.24,0.0443696593030267
"E02","E",-0.0283774760738926,TRUE,"P","0.05",0.025,46899.0825688073,8670.40131334376,0.24,0.0443696593030267
"E02","E",0.288893834854218,TRUE,"P","0.05",0.05,46899.0825688073,8670.40131334376,0.24,0.0443696593030267
"E02","E",0.847540618740263,TRUE,"P","0.05",0.125,46899.0825688073,8670.40131334376,0.24,0.0443696593030267
"E02","E",0,TRUE,"P","0.05",0,NA,NA,NA,NA
"E03","E",0.998246946765617,TRUE,"P","0.025",0.5,49947.5229357798,9618.42407273455,0.2556,0.0492210433769045
"E03","E",1,FALSE,"P","0.025",0.5,49947.5229357798,9618.42407273455,0.2556,0.0492210433769045
"E03","E",0.992403435984339,TRUE,"P","0.025",0.25,49947.5229357798,9618.42407273455,0.2556,0.0492210433769045
"E03","E",0.0926196458832467,TRUE,"P","0.025",0.025,49947.5229357798,9618.42407273455,0.2556,0.0492210433769045
"E03","E",0.225442645941682,TRUE,"P","0.025",0.05,49947.5229357798,9618.42407273455,0.2556,0.0492210433769045
"E03","E",0.831531584175773,TRUE,"P","0.025",0.125,49947.5229357798,9618.42407273455,0.2556,0.0492210433769045
"E03","E",0,TRUE,"P","0.025",0,NA,NA,NA,NA
"E04","E",0.995129777115682,TRUE,"P","0.0125",0.5,57588.1651376147,8665.04121344523,0.2947,0.0443422296838277
"E04","E",1,FALSE,"P","0.0125",0.5,57588.1651376147,8665.04121344523,0.2947,0.0443422296838277
"E04","E",0.959605798430069,TRUE,"P","0.0125",0.25,57588.1651376147,8665.04121344523,0.2947,0.0443422296838277
"E04","E",-0.0662350312267235,TRUE,"P","0.0125",0.025,57588.1651376147,8665.04121344523,0.2947,0.0443422296838277
"E04","E",0.0611356213831433,TRUE,"P","0.0125",0.05,57588.1651376147,8665.04121344523,0.2947,0.0443422296838277
"E04","E",0.511316106113562,TRUE,"P","0.0125",0.125,57588.1651376147,8665.04121344523,0.2947,0.0443422296838277
"E04","E",0,TRUE,"P","0.0125",0,NA,NA,NA,NA
"E05","E",0.805288598237134,TRUE,"P","0.00625",0.5,58916.9724770642,6852.92904987195,0.3015,0.0350689796448846
"E05","E",1,FALSE,"P","0.00625",0.5,58916.9724770642,6852.92904987195,0.3015,0.0350689796448846
"E05","E",0.34353141882286,TRUE,"P","0.00625",0.25,58916.9724770642,6852.92904987195,0.3015,0.0350689796448846
"E05","E",-0.0296843901052033,TRUE,"P","0.00625",0.025,58916.9724770642,6852.92904987195,0.3015,0.0350689796448846
"E05","E",0.0225191924936026,TRUE,"P","0.00625",0.05,58916.9724770642,6852.92904987195,0.3015,0.0350689796448846
"E05","E",0.125334091555303,TRUE,"P","0.00625",0.125,58916.9724770642,6852.92904987195,0.3015,0.0350689796448846
"E05","E",0,TRUE,"P","0.00625",0,NA,NA,NA,NA
"E06","E",0.582136973405507,TRUE,"P","0",0.5,42326.4220183486,4340.53135457288,0.2166,0.0222121088097861
"E06","E",1,FALSE,"P","0",0.5,42326.4220183486,4340.53135457288,0.2166,0.0222121088097861
"E06","E",0.10490703694987,TRUE,"P","0",0.25,42326.4220183486,4340.53135457288,0.2166,0.0222121088097861
"E06","E",-0.0810779006825135,TRUE,"P","0",0.025,42326.4220183486,4340.53135457288,0.2166,0.0222121088097861
"E06","E",0.0154742292304073,TRUE,"P","0",0.05,42326.4220183486,4340.53135457288,0.2166,0.0222121088097861
"E06","E",0.0533654977641798,TRUE,"P","0",0.125,42326.4220183486,4340.53135457288,0.2166,0.0222121088097861
"E06","E",0,TRUE,"P","0",0,NA,NA,NA,NA
"F01","E",0.969845878936788,TRUE,"S","0.1",0.5,61183.7614678899,5513.62109607759,0.3131,0.0282152441066881
"F01","E",1,FALSE,"S","0.1",0.5,61183.7614678899,5513.62109607759,0.3131,0.0282152441066881
"F01","E",0.718226490953764,TRUE,"S","0.1",0.25,61183.7614678899,5513.62109607759,0.3131,0.0282152441066881
"F01","E",0.035068125977217,TRUE,"S","0.1",0.025,61183.7614678899,5513.62109607759,0.3131,0.0282152441066881
"F01","E",0.0361291043109226,TRUE,"S","0.1",0.05,61183.7614678899,5513.62109607759,0.3131,0.0282152441066881
"F01","E",0.398536966718785,TRUE,"S","0.1",0.125,61183.7614678899,5513.62109607759,0.3131,0.0282152441066881
"F01","E",0,TRUE,"S","0.1",0,NA,NA,NA,NA
"F02","E",0.984667615814259,TRUE,"S","0.05",0.5,56630.6422018349,5921.29221878758,0.2898,0.0303014484435609
"F02","E",1,FALSE,"S","0.05",0.5,56630.6422018349,5921.29221878758,0.2898,0.0303014484435609
"F02","E",0.782937246741868,TRUE,"S","0.05",0.25,56630.6422018349,5921.29221878758,0.2898,0.0303014484435609
"F02","E",0.0158252108202827,TRUE,"S","0.05",0.025,56630.6422018349,5921.29221878758,0.2898,0.0303014484435609
"F02","E",0.121618661701895,TRUE,"S","0.05",0.05,56630.6422018349,5921.29221878758,0.2898,0.0303014484435609
"F02","E",0.433304128792027,TRUE,"S","0.05",0.125,56630.6422018349,5921.29221878758,0.2898,0.0303014484435609
"F02","E",0,TRUE,"S","0.05",0,NA,NA,NA,NA
"F03","E",0.938788103171665,TRUE,"S","0.025",0.5,48560.0917431193,7636.53459591631,0.2485,0.0390789798570365
"F03","E",1,FALSE,"S","0.025",0.5,48560.0917431193,7636.53459591631,0.2485,0.0390789798570365
"F03","E",0.380599777860052,TRUE,"S","0.025",0.25,48560.0917431193,7636.53459591631,0.2485,0.0390789798570365
"F03","E",-0.0779340984820438,TRUE,"S","0.025",0.025,48560.0917431193,7636.53459591631,0.2485,0.0390789798570365
"F03","E",-0.0544242873009999,TRUE,"S","0.025",0.05,48560.0917431193,7636.53459591631,0.2485,0.0390789798570365
"F03","E",0.0384425521411822,TRUE,"S","0.025",0.125,48560.0917431193,7636.53459591631,0.2485,0.0390789798570365
"F03","E",0,TRUE,"S","0.025",0,NA,NA,NA,NA
"F04","E",0.61033496044437,TRUE,"S","0.0125",0.5,42306.8807339449,5044.06610735617,0.2165,0.0258123570752029
"F04","E",1,FALSE,"S","0.0125",0.5,42306.8807339449,5044.06610735617,0.2165,0.0258123570752029
"F04","E",0.134713572350334,TRUE,"S","0.0125",0.25,42306.8807339449,5044.06610735617,0.2165,0.0258123570752029
"F04","E",0.00690119508500264,TRUE,"S","0.0125",0.025,42306.8807339449,5044.06610735617,0.2165,0.0258123570752029
"F04","E",-0.0263704202435058,TRUE,"S","0.0125",0.05,42306.8807339449,5044.06610735617,0.2165,0.0258123570752029
"F04","E",0.0296246423161084,TRUE,"S","0.0125",0.125,42306.8807339449,5044.06610735617,0.2165,0.0258123570752029
"F04","E",0,TRUE,"S","0.0125",0,NA,NA,NA,NA
"F05","E",0.923259681634592,TRUE,"S","0.00625",0.5,42971.2844036697,3731.0266191797,0.2199,0.0190930470183375
"F05","E",1,FALSE,"S","0.00625",0.5,42971.2844036697,3731.0266191797,0.2199,0.0190930470183375
"F05","E",0.461629840817296,TRUE,"S","0.00625",0.25,42971.2844036697,3731.0266191797,0.2199,0.0190930470183375
"F05","E",-0.0419339510572585,TRUE,"S","0.00625",0.025,42971.2844036697,3731.0266191797,0.2199,0.0190930470183375
"F05","E",0.00255405084343074,TRUE,"S","0.00625",0.05,42971.2844036697,3731.0266191797,0.2199,0.0190930470183375
"F05","E",0.145640294606795,TRUE,"S","0.00625",0.125,42971.2844036697,3731.0266191797,0.2199,0.0190930470183375
"F05","E",0,TRUE,"S","0.00625",0,NA,NA,NA,NA
"F06","E",0.252782397339133,TRUE,"S","0",0.5,38848.0733944954,5401.16136233196,0.1988,0.0276397459386941
"F06","E",1,FALSE,"S","0",0.5,38848.0733944954,5401.16136233196,0.1988,0.0276397459386941
"F06","E",-0.0963924779327106,TRUE,"S","0",0.25,38848.0733944954,5401.16136233196,0.1988,0.0276397459386941
"F06","E",-0.13054880388896,TRUE,"S","0",0.025,38848.0733944954,5401.16136233196,0.1988,0.0276397459386941
"F06","E",-0.143661251119355,TRUE,"S","0",0.05,38848.0733944954,5401.16136233196,0.1988,0.0276397459386941
"F06","E",0.0552641678393245,TRUE,"S","0",0.125,38848.0733944954,5401.16136233196,0.1988,0.0276397459386941
"F06","E",0,TRUE,"S","0",0,NA,NA,NA,NA
"G01","E",0.501306240928882,TRUE,"T","0.1",0.5,56982.3853211009,5354.13758951875,0.2916,0.0273991078524669
"G01","E",1,FALSE,"T","0.1",0.5,56982.3853211009,5354.13758951875,0.2916,0.0273991078524669
"G01","E",0.328359941944848,TRUE,"T","0.1",0.25,56982.3853211009,5354.13758951875,0.2916,0.0273991078524669
"G01","E",-0.0735558780841801,TRUE,"T","0.1",0.025,56982.3853211009,5354.13758951875,0.2916,0.0273991078524669
"G01","E",-0.0186937590711176,TRUE,"T","0.1",0.05,56982.3853211009,5354.13758951875,0.2916,0.0273991078524669
"G01","E",0.160174165457184,TRUE,"T","0.1",0.125,56982.3853211009,5354.13758951875,0.2916,0.0273991078524669
"G01","E",0,TRUE,"T","0.1",0,NA,NA,NA,NA
"G02","E",0.964943282220829,TRUE,"T","0.05",0.5,47993.3944954128,1849.7247615416,0.2456,0.00946572765295937
"G02","E",1,FALSE,"T","0.05",0.5,47993.3944954128,1849.7247615416,0.2456,0.00946572765295937
"G02","E",0.912614718121188,TRUE,"T","0.05",0.25,47993.3944954128,1849.7247615416,0.2456,0.00946572765295937
"G02","E",-0.0101464971783618,TRUE,"T","0.05",0.025,47993.3944954128,1849.7247615416,0.2456,0.00946572765295937
"G02","E",0.136008664424557,TRUE,"T","0.05",0.05,47993.3944954128,1849.7247615416,0.2456,0.00946572765295937
"G02","E",0.506241805848487,TRUE,"T","0.05",0.125,47993.3944954128,1849.7247615416,0.2456,0.00946572765295937
"G02","E",0,TRUE,"T","0.05",0,NA,NA,NA,NA
"G03","E",0.22278197593059,TRUE,"T","0.025",0.5,38828.5321100917,2352.27069576241,0.1987,0.0120374415886433
"G03","E",1,FALSE,"T","0.025",0.5,38828.5321100917,2352.27069576241,0.1987,0.0120374415886433
"G03","E",0.162496501539323,TRUE,"T","0.025",0.25,38828.5321100917,2352.27069576241,0.1987,0.0120374415886433
"G03","E",-0.00677301987125656,TRUE,"T","0.025",0.025,38828.5321100917,2352.27069576241,0.1987,0.0120374415886433
"G03","E",0.0646515533165407,TRUE,"T","0.025",0.05,38828.5321100917,2352.27069576241,0.1987,0.0120374415886433
"G03","E",0.0120347047299187,TRUE,"T","0.025",0.125,38828.5321100917,2352.27069576241,0.1987,0.0120374415886433
"G03","E",0,TRUE,"T","0.025",0,NA,NA,NA,NA
"G04","E",-0.0116784978245936,TRUE,"T","0.0125",0.5,52390.1834862385,5606.71805511475,0.2681,0.0286916557750004
"G04","E",1,FALSE,"T","0.0125",0.5,52390.1834862385,5606.71805511475,0.2681,0.0286916557750004
"G04","E",0.0355507213189832,TRUE,"T","0.0125",0.25,52390.1834862385,5606.71805511475,0.2681,0.0286916557750004
"G04","E",-0.0776276620105336,TRUE,"T","0.0125",0.025,52390.1834862385,5606.71805511475,0.2681,0.0286916557750004
"G04","E",-0.0404167620792306,TRUE,"T","0.0125",0.05,52390.1834862385,5606.71805511475,0.2681,0.0286916557750004
"G04","E",0.106251431188459,TRUE,"T","0.0125",0.125,52390.1834862385,5606.71805511475,0.2681,0.0286916557750004
"G04","E",0,TRUE,"T","0.0125",0,NA,NA,NA,NA
"G05","E",0.0887978142076504,TRUE,"T","0.00625",0.5,49361.2844036697,4006.04273808018,0.2526,0.0205004065000347
"G05","E",1,FALSE,"T","0.00625",0.5,49361.2844036697,4006.04273808018,0.2526,0.0205004065000347
"G05","E",0.0708674863387979,TRUE,"T","0.00625",0.25,49361.2844036697,4006.04273808018,0.2526,0.0205004065000347
"G05","E",-0.0364867941712204,TRUE,"T","0.00625",0.025,49361.2844036697,4006.04273808018,0.2526,0.0205004065000347
"G05","E",-0.0226548269581055,TRUE,"T","0.00625",0.05,49361.2844036697,4006.04273808018,0.2526,0.0205004065000347
"G05","E",0.0890255009107469,TRUE,"T","0.00625",0.125,49361.2844036697,4006.04273808018,0.2526,0.0205004065000347
"G05","E",0,TRUE,"T","0.00625",0,NA,NA,NA,NA
"G06","E",0.370372404701747,TRUE,"T","0",0.5,41525.2293577982,4208.5654299136,0.2125,0.0215367902281964
"G06","E",1,FALSE,"T","0",0.5,41525.2293577982,4208.5654299136,0.2125,0.0215367902281964
"G06","E",0.233933867955619,TRUE,"T","0",0.25,41525.2293577982,4208.5654299136,0.2125,0.0215367902281964
"G06","E",-0.0264747885312535,TRUE,"T","0",0.025,41525.2293577982,4208.5654299136,0.2125,0.0215367902281964
