"well","strain","f.j","starch","cond.SN","cond.SN.dil","x","cfu.m","cfu.sd","od600.m","od600.sd"
"D02","P",0.988645218746521,TRUE,"M","0.05",0.05,164238.888888889,7828.49644906028,0.0629,0.00299814757623585
"D02","P",0.800734721139931,TRUE,"M","0.05",0.025,164238.888888889,7828.49644906028,0.0629,0.00299814757623585
"D02","P",1,FALSE,"M","0.05",0.5,164238.888888889,7828.49644906028,0.0629,0.00299814757623585
"D02","P",0,TRUE,"M","0.05",0,NA,NA,NA,NA
"D03","P",0.998159226875288,TRUE,"M","0.025",0.5,142305.555555556,18919.2974186362,0.0545,0.00724568837309472
"D03","P",0.999022089277497,TRUE,"M","0.025",0.25,142305.555555556,18919.2974186362,0.0545,0.00724568837309472
"D03","P",0.998159226875288,TRUE,"M","0.025",0.125,142305.555555556,18919.2974186362,0.0545,0.00724568837309472
"D03","P",0.981707317073171,TRUE,"M","0.025",0.05,142305.555555556,18919.2974186362,0.0545,0.00724568837309472
"D03","P",0.845029912563277,TRUE,"M","0.025",0.025,142305.555555556,18919.2974186362,0.0545,0.00724568837309472
"D03","P",1,FALSE,"M","0.025",0.5,142305.555555556,18919.2974186362,0.0545,0.00724568837309472
"D03","P",0,TRUE,"M","0.025",0,NA,NA,NA,NA
"D04","P",0.996918335901387,TRUE,"M","0.0125",0.5,76505.5555555555,5229.47027875994,0.0293,0.00200277585143998
"D04","P",0.998828967642527,TRUE,"M","0.0125",0.25,76505.5555555555,5229.47027875994,0.0293,0.00200277585143998
"D04","P",0.998151001540832,TRUE,"M","0.0125",0.125,76505.5555555555,5229.47027875994,0.0293,0.00200277585143998
"D04","P",0.91537750385208,TRUE,"M","0.0125",0.05,76505.5555555555,5229.47027875994,0.0293,0.00200277585143998
"D04","P",0.819167950693374,TRUE,"M","0.0125",0.025,76505.5555555555,5229.47027875994,0.0293,0.00200277585143998
"D04","P",1,FALSE,"M","0.0125",0.5,76505.5555555555,5229.47027875994,0.0293,0.00200277585143998
"D04","P",0,TRUE,"M","0.0125",0,NA,NA,NA,NA
"D05","P",0.997835230084117,TRUE,"M","0.00625",0.5,85905.5555555555,10331.4099497633,0.0329,0.00395671019352638
"D05","P",0.999072241464621,TRUE,"M","0.00625",0.25,85905.5555555555,10331.4099497633,0.0329,0.00395671019352638
"D05","P",0.998453735774369,TRUE,"M","0.00625",0.125,85905.5555555555,10331.4099497633,0.0329,0.00395671019352638
"D05","P",0.409698169223157,TRUE,"M","0.00625",0.05,85905.5555555555,10331.4099497633,0.0329,0.00395671019352638
"D05","P",0.493258287976249,TRUE,"M","0.00625",0.025,85905.5555555555,10331.4099497633,0.0329,0.00395671019352638
"D05","P",1,FALSE,"M","0.00625",0.5,85905.5555555555,10331.4099497633,0.0329,0.00395671019352638
"D05","P",0,TRUE,"M","0.00625",0,NA,NA,NA,NA
"D06","P",0.192179276781167,TRUE,"M","0",0.5,2611.11111111111,0,0.001,0
"D06","P",0.18555825929489,TRUE,"M","0",0.25,2611.11111111111,0,0.001,0
"D06","P",0.186973006621017,TRUE,"M","0",0.125,2611.11111111111,0,0.001,0
"D06","P",0.16614792598042,TRUE,"M","0",0.05,2611.11111111111,0,0.001,0
"D06","P",0.129477675287194,TRUE,"M","0",0.025,2611.11111111111,0,0.001,0
"D06","P",1,FALSE,"M","0",0.5,2611.11111111111,0,0.001,0
"D06","P",0,TRUE,"M","0",0,NA,NA,NA,NA
"D07","P",0.99832430318941,TRUE,"M","0.1",0.5,150661.111111111,7287.24057318459,0.0577,0.00279085809185793
"D07","P",0.99888286879294,TRUE,"M","0.1",0.25,150661.111111111,7287.24057318459,0.0577,0.00279085809185793
"D07","P",0.996872032620231,TRUE,"M","0.1",0.125,150661.111111111,7287.24057318459,0.0577,0.00279085809185793
"D07","P",0.243143607216668,TRUE,"M","0.1",0.05,150661.111111111,7287.24057318459,0.0577,0.00279085809185793
"D07","P",0.133441322683349,TRUE,"M","0.1",0.025,150661.111111111,7287.24057318459,0.0577,0.00279085809185793
"D07","P",1,FALSE,"M","0.1",0.5,150661.111111111,7287.24057318459,0.0577,0.00279085809185793
"D07","P",0,TRUE,"M","0.1",0,NA,NA,NA,NA
"D08","P",0.998148355964538,TRUE,"M","0.05",0.5,158755.555555556,5337.01004953723,0.0608,0.00204396129556745
"D08","P",0.998990012344294,TRUE,"M","0.05",0.25,158755.555555556,5337.01004953723,0.0608,0.00204396129556745
"D08","P",0.998036135113904,TRUE,"M","0.05",0.125,158755.555555556,5337.01004953723,0.0608,0.00204396129556745
"D08","P",0.996633374480979,TRUE,"M","0.05",0.05,158755.555555556,5337.01004953723,0.0608,0.00204396129556745
"D08","P",0.929805857928403,TRUE,"M","0.05",0.025,158755.555555556,5337.01004953723,0.0608,0.00204396129556745
"D08","P",1,FALSE,"M","0.05",0.5,158755.555555556,5337.01004953723,0.0608,0.00204396129556745
"D08","P",0,TRUE,"M","0.05",0,NA,NA,NA,NA
"D09","P",0.998390108828643,TRUE,"M","0.025",0.5,213850,26923.8632100019,0.0819,0.0103112667612773
"D09","P",0.999034065297186,TRUE,"M","0.025",0.25,213850,26923.8632100019,0.0819,0.0103112667612773
"D09","P",0.998132526241226,TRUE,"M","0.025",0.125,213850,26923.8632100019,0.0819,0.0103112667612773
"D09","P",0.483611307875588,TRUE,"M","0.025",0.05,213850,26923.8632100019,0.0819,0.0103112667612773
"D09","P",0.335436924463906,TRUE,"M","0.025",0.025,213850,26923.8632100019,0.0819,0.0103112667612773
"D09","P",1,FALSE,"M","0.025",0.5,213850,26923.8632100019,0.0819,0.0103112667612773
"D09","P",0,TRUE,"M","0.025",0,NA,NA,NA,NA
"D10","P",0.998242820273461,TRUE,"M","0.0125",0.5,126638.888888889,19354.7357411675,0.0485,0.00741245198597903
"D10","P",0.999176322003185,TRUE,"M","0.0125",0.25,126638.888888889,19354.7357411675,0.0485,0.00741245198597903
"D10","P",0.997913349074735,TRUE,"M","0.0125",0.125,126638.888888889,19354.7357411675,0.0485,0.00741245198597903
"D10","P",0.959914337488331,TRUE,"M","0.0125",0.05,126638.888888889,19354.7357411675,0.0485,0.00741245198597903
"D10","P",0.808687057273077,TRUE,"M","0.0125",0.025,126638.888888889,19354.7357411675,0.0485,0.00741245198597903
"D10","P",1,FALSE,"M","0.0125",0.5,126638.888888889,19354.7357411675,0.0485,0.00741245198597903
"D10","P",0,TRUE,"M","0.0125",0,NA,NA,NA,NA
"D11","P",0.997762863534676,TRUE,"M","0.00625",0.5,78594.4444444444,2286.27592673516,0.0301,0.000875595035770914
"D11","P",0.999153515932039,TRUE,"M","0.00625",0.25,78594.4444444444,2286.27592673516,0.0301,0.000875595035770914
"D11","P",0.99794425297781,TRUE,"M","0.00625",0.125,78594.4444444444,2286.27592673516,0.0301,0.000875595035770914
"D11","P",0.95598282846605,TRUE,"M","0.00625",0.05,78594.4444444444,2286.27592673516,0.0301,0.000875595035770914
"D11","P",0.760565935062579,TRUE,"M","0.00625",0.025,78594.4444444444,2286.27592673516,0.0301,0.000875595035770914
"D11","P",1,FALSE,"M","0.00625",0.5,78594.4444444444,2286.27592673516,0.0301,0.000875595035770914
"D11","P",0,TRUE,"M","0.00625",0,NA,NA,NA,NA
"D12","P",0.198950812274368,TRUE,"M","0",0.5,2611.11111111111,0,0.001,0
"D12","P",0.135661101083033,TRUE,"M","0",0.25,2611.11111111111,0,0.001,0
"D12","P",0.103564981949459,TRUE,"M","0",0.125,2611.11111111111,0,0.001,0
"D12","P",0.129625451263538,TRUE,"M","0",0.05,2611.11111111111,0,0.001,0
"D12","P",0.15918321299639,TRUE,"M","0",0.025,2611.11111111111,0,0.001,0
"D12","P",1,FALSE,"M","0",0.5,2611.11111111111,0,0.001,0
"D12","P",0,TRUE,"M","0",0,NA,NA,NA,NA
"E01","P",0.915973093147874,TRUE,"P","0.1",0.5,2611.11111111111,0,0.001,0
"E01","P",0.511173184357542,TRUE,"P","0.1",0.25,2611.11111111111,0,0.001,0
"E01","P",0.192908448295519,TRUE,"P","0.1",0.125,2611.11111111111,0,0.001,0
"E01","P",0.0460038764108996,TRUE,"P","0.1",0.05,2611.11111111111,0,0.001,0
"E01","P",0.0648728765249118,TRUE,"P","0.1",0.025,2611.11111111111,0,0.001,0
"E01","P",1,FALSE,"P","0.1",0.5,2611.11111111111,0,0.001,0
"E01","P",0,TRUE,"P","0.1",0,NA,NA,NA,NA
"E02","P",0.414525636747859,TRUE,"P","0.05",0.5,2611.11111111111,0,0.001,0
"E02","P",0.246023801579357,TRUE,"P","0.05",0.25,2611.11111111111,0,0.001,0
"E02","P",0.208430652875097,TRUE,"P","0.05",0.125,2611.11111111111,0,0.001,0
"E02","P",0.119341563786008,TRUE,"P","0.05",0.05,2611.11111111111,0,0.001,0
"E02","P",0.161884106328551,TRUE,"P","0.05",0.025,2611.11111111111,0,0.001,0
"E02","P",1,FALSE,"P","0.05",0.5,2611.11111111111,0,0.001,0
"E02","P",0,TRUE,"P","0.05",0,NA,NA,NA,NA
"E03","P",0.235414354961163,TRUE,"P","0.025",0.5,2611.11111111111,0,0.001,0
"E03","P",0.159726683408281,TRUE,"P","0.025",0.25,2611.11111111111,0,0.001,0
"E03","P",0.0760380774397009,TRUE,"P","0.025",0.125,2611.11111111111,0,0.001,0
"E03","P",0.0842142147988085,TRUE,"P","0.025",0.05,2611.11111111111,0,0.001,0
"E03","P",0.108509022951586,TRUE,"P","0.025",0.025,2611.11111111111,0,0.001,0
"E03","P",1,FALSE,"P","0.025",0.5,2611.11111111111,0,0.001,0
"E03","P",0,TRUE,"P","0.025",0,NA,NA,NA,NA
"E04","P",0.156273263471339,TRUE,"P","0.0125",0.5,2611.11111111111,0,0.001,0
"E04","P",0.199049418771116,TRUE,"P","0.0125",0.25,2611.11111111111,0,0.001,0
"E04","P",0.156788638836397,TRUE,"P","0.0125",0.125,2611.11111111111,0,0.001,0
"E04","P",0.126381492298001,TRUE,"P","0.0125",0.05,2611.11111111111,0,0.001,0
"E04","P",0.12489263013228,TRUE,"P","0.0125",0.025,2611.11111111111,0,0.001,0
"E04","P",1,FALSE,"P","0.0125",0.5,2611.11111111111,0,0.001,0
"E04","P",0,TRUE,"P","0.0125",0,NA,NA,NA,NA
"E05","P",0.127345082433201,TRUE,"P","0.00625",0.5,2611.11111111111,0,0.001,0
"E05","P",0.148266060261512,TRUE,"P","0.00625",0.25,2611.11111111111,0,0.001,0
"E05","P",0.149857873791927,TRUE,"P","0.00625",0.125,2611.11111111111,0,0.001,0
"E05","P",0.137805571347356,TRUE,"P","0.00625",0.05,2611.11111111111,0,0.001,0
"E05","P",0.172768618533258,TRUE,"P","0.00625",0.025,2611.11111111111,0,0.001,0
"E05","P",1,FALSE,"P","0.00625",0.5,2611.11111111111,0,0.001,0
"E05","P",0,TRUE,"P","0.00625",0,NA,NA,NA,NA
"E06","P",0.198142050799624,TRUE,"P","0",0.5,2611.11111111111,0,0.001,0
"E06","P",0.12917450611477,TRUE,"P","0",0.25,2611.11111111111,0,0.001,0
"E06","P",0.138523047977422,TRUE,"P","0",0.125,2611.11111111111,0,0.001,0
"E06","P",0.151516933207902,TRUE,"P","0",0.05,2611.11111111111,0,0.001,0
"E06","P",0.152575258701787,TRUE,"P","0",0.025,2611.11111111111,0,0.001,0
"E06","P",1,FALSE,"P","0",0.5,2611.11111111111,0,0.001,0
"E06","P",0,TRUE,"P","0",0,NA,NA,NA,NA
"E07","P",0.878069822281015,TRUE,"P","0.1",0.5,2611.11111111111,0,0.001,0
"E07","P",0.316328291252085,TRUE,"P","0.1",0.25,2611.11111111111,0,0.001,0
"E07","P",0.246966124115719,TRUE,"P","0.1",0.125,2611.11111111111,0,0.001,0
"E07","P",0.151895094035774,TRUE,"P","0.1",0.05,2611.11111111111,0,0.001,0
"E07","P",0.0935756599758439,TRUE,"P","0.1",0.025,2611.11111111111,0,0.001,0
"E07","P",1,FALSE,"P","0.1",0.5,2611.11111111111,0,0.001,0
"E07","P",0,TRUE,"P","0.1",0,NA,NA,NA,NA
"E08","P",0.381777653942602,TRUE,"P","0.05",0.5,2611.11111111111,0,0.001,0
"E08","P",0.257731958762887,TRUE,"P","0.05",0.25,2611.11111111111,0,0.001,0
"E08","P",0.225801058790749,TRUE,"P","0.05",0.125,2611.11111111111,0,0.001,0
"E08","P",0.238785176929507,TRUE,"P","0.05",0.05,2611.11111111111,0,0.001,0
"E08","P",0.186737252716634,TRUE,"P","0.05",0.025,2611.11111111111,0,0.001,0
"E08","P",1,FALSE,"P","0.05",0.5,2611.11111111111,0,0.001,0
"E08","P",0,TRUE,"P","0.05",0,NA,NA,NA,NA
"E09","P",0.121339155749636,TRUE,"P","0.025",0.5,2611.11111111111,0,0.001,0
"E09","P",0.0979330422125181,TRUE,"P","0.025",0.25,2611.11111111111,0,0.001,0
"E09","P",0.13292576419214,TRUE,"P","0.025",0.125,2611.11111111111,0,0.001,0
"E09","P",0.137234352256186,TRUE,"P","0.025",0.05,2611.11111111111,0,0.001,0
"E09","P",0.17688500727802,TRUE,"P","0.025",0.025,2611.11111111111,0,0.001,0
"E09","P",1,FALSE,"P","0.025",0.5,2611.11111111111,0,0.001,0
"E09","P",0,TRUE,"P","0.025",0,NA,NA,NA,NA
"E10","P",0.212495303526381,TRUE,"P","0.0125",0.5,2611.11111111111,0,0.001,0
"E10","P",0.173366969030111,TRUE,"P","0.0125",0.25,2611.11111111111,0,0.001,0
"E10","P",0.190864687885782,TRUE,"P","0.0125",0.125,2611.11111111111,0,0.001,0
"E10","P",0.183081960173904,TRUE,"P","0.0125",0.05,2611.11111111111,0,0.001,0
"E10","P",0.165745263270893,TRUE,"P","0.0125",0.025,2611.11111111111,0,0.001,0
"E10","P",1,FALSE,"P","0.0125",0.5,2611.11111111111,0,0.001,0
"E10","P",0,TRUE,"P","0.0125",0,NA,NA,NA,NA
"E11","P",0.136101973684211,TRUE,"P","0.00625",0.5,2611.11111111111,0,0.001,0
"E11","P",0.0612664473684209,TRUE,"P","0.00625",0.25,2611.11111111111,0,0.001,0
"E11","P",0.121181860902256,TRUE,"P","0.00625",0.125,2611.11111111111,0,0.001,0
"E11","P",0.126233552631579,TRUE,"P","0.00625",0.05,2611.11111111111,0,0.001,0
"E11","P",0.0995653195488722,TRUE,"P","0.00625",0.025,2611.11111111111,0,0.001,0
"E11","P",1,FALSE,"P","0.00625",0.5,2611.11111111111,0,0.001,0
"E11","P",0,TRUE,"P","0.00625",0,NA,NA,NA,NA
"E12","P",0.176672837873578,TRUE,"P","0",0.5,2611.11111111111,0,0.001,0
"E12","P",0.140915101824914,TRUE,"P","0",0.25,2611.11111111111,0,0.001,0
"E12","P",0.202750595080667,TRUE,"P","0",0.125,2611.11111111111,0,0.001,0
"E12","P",0.229039936524729,TRUE,"P","0",0.05,2611.11111111111,0,0.001,0
"E12","P",0.191801110817244,TRUE,"P","0",0.025,2611.11111111111,0,0.001,0
"E12","P",1,FALSE,"P","0",0.5,2611.11111111111,0,0.001,0
"E12","P",0,TRUE,"P","0",0,NA,NA,NA,NA
"F01","P",0.997823417792164,TRUE,"S","0.1",0.5,231605.555555556,4446.56199554745,0.0887,0.00170293863659264
"F01","P",0.998939613796183,TRUE,"S","0.1",0.25,231605.555555556,4446.56199554745,0.0887,0.00170293863659264
"F01","P",0.998883803995982,TRUE,"S","0.1",0.125,231605.555555556,4446.56199554745,0.0887,0.00170293863659264
"F01","P",0.995256166982922,TRUE,"S","0.1",0.05,231605.555555556,4446.56199554745,0.0887,0.00170293863659264
"F01","P",0.857517580087063,TRUE,"S","0.1",0.025,231605.555555556,4446.56199554745,0.0887,0.00170293863659264
"F01","P",1,FALSE,"S","0.1",0.5,231605.555555556,4446.56199554745,0.0887,0.00170293863659264
"F01","P",0,TRUE,"S","0.1",0,NA,NA,NA,NA
"F02","P",0.998358592766865,TRUE,"S","0.05",0.5,179644.444444444,5045.14597830299,0.0688,0.00193218356615859
"F02","P",0.999179296383433,TRUE,"S","0.05",0.25,179644.444444444,5045.14597830299,0.0688,0.00193218356615859
"F02","P",0.998905728511244,TRUE,"S","0.05",0.125,179644.444444444,5045.14597830299,0.0688,0.00193218356615859
"F02","P",0.94534113913662,TRUE,"S","0.05",0.05,179644.444444444,5045.14597830299,0.0688,0.00193218356615859
"F02","P",0.774251791869563,TRUE,"S","0.05",0.025,179644.444444444,5045.14597830299,0.0688,0.00193218356615859
"F02","P",1,FALSE,"S","0.05",0.5,179644.444444444,5045.14597830299,0.0688,0.00193218356615859
"F02","P",0,TRUE,"S","0.05",0,NA,NA,NA,NA
"F03","P",0.99808936825886,TRUE,"S","0.025",0.5,149616.666666667,9049.34081980431,0.0573,0.00346570499481867
"F03","P",0.998828967642527,TRUE,"S","0.025",0.25,149616.666666667,9049.34081980431,0.0573,0.00346570499481867
"F03","P",0.998828967642527,TRUE,"S","0.025",0.125,149616.666666667,9049.34081980431,0.0573,0.00346570499481867
"F03","P",0.992973805855162,TRUE,"S","0.025",0.05,149616.666666667,9049.34081980431,0.0573,0.00346570499481867
"F03","P",0.870816640986132,TRUE,"S","0.025",0.025,149616.666666667,9049.34081980431,0.0573,0.00346570499481867
"F03","P",1,FALSE,"S","0.025",0.5,149616.666666667,9049.34081980431,0.0573,0.00346570499481867
"F03","P",0,TRUE,"S","0.025",0,NA,NA,NA,NA
"F04","P",0.998037896625182,TRUE,"S","0.0125",0.5,132644.444444444,23185.2029345572,0.0508,0.0088794394217453
"F04","P",0.999159098553649,TRUE,"S","0.0125",0.25,132644.444444444,23185.2029345572,0.0508,0.0088794394217453
"F04","P",0.998822737975109,TRUE,"S","0.0125",0.125,132644.444444444,23185.2029345572,0.0508,0.0088794394217453
"F04","P",0.984022872519341,TRUE,"S","0.0125",0.05,132644.444444444,23185.2029345572,0.0508,0.0088794394217453
"F04","P",0.814441080838659,TRUE,"S","0.0125",0.025,132644.444444444,23185.2029345572,0.0508,0.0088794394217453
"F04","P",1,FALSE,"S","0.0125",0.5,132644.444444444,23185.2029345572,0.0508,0.0088794394217453
"F04","P",0,TRUE,"S","0.0125",0,NA,NA,NA,NA
"F05","P",0.99738810400095,TRUE,"S","0.00625",0.5,146744.444444444,22149.1731461073,0.0562,0.00848266205595599
"F05","P",0.999109580909415,TRUE,"S","0.00625",0.25,146744.444444444,22149.1731461073,0.0562,0.00848266205595599
"F05","P",0.998515968182358,TRUE,"S","0.00625",0.125,146744.444444444,22149.1731461073,0.0562,0.00848266205595599
"F05","P",0.96200878546836,TRUE,"S","0.00625",0.05,146744.444444444,22149.1731461073,0.0562,0.00848266205595599
"F05","P",0.800605484981598,TRUE,"S","0.00625",0.025,146744.444444444,22149.1731461073,0.0562,0.00848266205595599
"F05","P",1,FALSE,"S","0.00625",0.5,146744.444444444,22149.1731461073,0.0562,0.00848266205595599
"F05","P",0,TRUE,"S","0.00625",0,NA,NA,NA,NA
"F06","P",-0.222027554352154,TRUE,"S","0",0.5,2611.11111111111,0,0.001,0
"F06","P",-0.114119614557617,TRUE,"S","0",0.25,2611.11111111111,0,0.001,0
"F06","P",0.0192721191367364,TRUE,"S","0",0.125,2611.11111111111,0,0.001,0
"F06","P",0.0856096201321971,TRUE,"S","0",0.05,2611.11111111111,0,0.001,0
"F06","P",0.0459504658756072,TRUE,"S","0",0.025,2611.11111111111,0,0.001,0
"F06","P",1,FALSE,"S","0",0.5,2611.11111111111,0,0.001,0
"F06","P",0,TRUE,"S","0",0,NA,NA,NA,NA
"F07","P",0.998902867173786,TRUE,"S","0.1",0.5,209672.222222222,4931.2453873194,0.0803,0.00188856206322871
"F07","P",0.998902867173786,TRUE,"S","0.1",0.25,209672.222222222,4931.2453873194,0.0803,0.00188856206322871
"F07","P",0.998829724985372,TRUE,"S","0.1",0.125,209672.222222222,4931.2453873194,0.0803,0.00188856206322871
"F07","P",0.995904037448801,TRUE,"S","0.1",0.05,209672.222222222,4931.2453873194,0.0803,0.00188856206322871
"F07","P",0.648186073727326,TRUE,"S","0.1",0.025,209672.222222222,4931.2453873194,0.0803,0.00188856206322871
"F07","P",1,FALSE,"S","0.1",0.5,209672.222222222,4931.2453873194,0.0803,0.00188856206322871
"F07","P",0,TRUE,"S","0.1",0,NA,NA,NA,NA
"F08","P",0.998556043559353,TRUE,"S","0.05",0.5,244661.111111111,16470.4800985776,0.0937,0.00630784344200843
"F08","P",0.999037362372902,TRUE,"S","0.05",0.25,244661.111111111,16470.4800985776,0.0937,0.00630784344200843
"F08","P",0.998134889597497,TRUE,"S","0.05",0.125,244661.111111111,16470.4800985776,0.0937,0.00630784344200843
"F08","P",0.995246976716202,TRUE,"S","0.05",0.05,244661.111111111,16470.4800985776,0.0937,0.00630784344200843
"F08","P",0.75061668972986,TRUE,"S","0.05",0.025,244661.111111111,16470.4800985776,0.0937,0.00630784344200843
"F08","P",1,FALSE,"S","0.05",0.5,244661.111111111,16470.4800985776,0.0937,0.00630784344200843
"F08","P",0,TRUE,"S","0.05",0,NA,NA,NA,NA
"F09","P",0.998740236835475,TRUE,"S","0.025",0.5,172594.444444444,23691.0274264596,0.0661,0.00907315943992071
"F09","P",0.999055177626606,TRUE,"S","0.025",0.25,172594.444444444,23691.0274264596,0.0661,0.00907315943992071
"F09","P",0.998299319727891,TRUE,"S","0.025",0.125,172594.444444444,23691.0274264596,0.0661,0.00907315943992071
"F09","P",0.994331065759637,TRUE,"S","0.025",0.05,172594.444444444,23691.0274264596,0.0661,0.00907315943992071
"F09","P",0.773746535651298,TRUE,"S","0.025",0.025,172594.444444444,23691.0274264596,0.0661,0.00907315943992071
"F09","P",1,FALSE,"S","0.025",0.5,172594.444444444,23691.0274264596,0.0661,0.00907315943992071
"F09","P",0,TRUE,"S","0.025",0,NA,NA,NA,NA
"F10","P",0.998907700709995,TRUE,"S","0.0125",0.5,184344.444444444,27280.2455447558,0.0706,0.0104477536128852
"F10","P",0.999180775532496,TRUE,"S","0.0125",0.25,184344.444444444,27280.2455447558,0.0706,0.0104477536128852
"F10","P",0.997870016384489,TRUE,"S","0.0125",0.125,184344.444444444,27280.2455447558,0.0706,0.0104477536128852
