"cfu.m","predicted"
0,0
10,0.000676845107200084
20,0.00135303277150312
30,0.0020285639503394
40,0.00270343959928107
50,0.00337766067204661
60,0.00405122812050534
70,0.00472414289468187
80,0.00539640594276061
90,0.00606801821109021
100,0.00673898064418796
110,0.00740929418474429
120,0.00807895977362711
130,0.00874797834988629
140,0.00941635085075796
150,0.010084078211669
160,0.0107511613662412
170,0.011417601246296
180,0.0120833987818583
190,0.0127485549011612
200,0.0134130705306502
210,0.0140769465949874
220,0.014740184017056
230,0.0154027837179643
240,0.0160647466170501
250,0.0167260736318852
260,0.0173867656782791
270,0.0180468236702836
280,0.0187062485201972
290,0.0193650411385687
300,0.0200232024342018
310,0.0206807333141595
320,0.0213376346837677
330,0.0219939074466197
340,0.0226495525045802
350,0.0233045707577898
360,0.0239589631046686
370,0.0246127304419204
380,0.0252658736645374
390,0.0259183936658033
400,0.0265702913372982
410,0.0272215675689024
420,0.0278722232488001
430,0.028522259263484
440,0.029171676497759
450,0.0298204758347463
460,0.0304686581558873
470,0.0311162243409476
480,0.0317631752680214
490,0.0324095118135348
500,0.0330552348522502
510,0.03370034525727
520,0.0343448439000409
530,0.0349887316503575
540,0.0356320093763661
550,0.0362746779445691
560,0.0369167382198283
570,0.0375581910653694
580,0.0381990373427852
590,0.0388392779120401
600,0.0394789136314734
610,0.0401179453578035
620,0.0407563739461317
630,0.0413942002499457
640,0.0420314251211238
650,0.0426680494099383
660,0.0433040739650598
670,0.0439394996335605
680,0.0445743272609181
690,0.0452085576910197
700,0.0458421917661652
710,0.0464752303270714
720,0.0471076742128757
730,0.0477395242611393
740,0.0483707813078517
750,0.0490014461874337
760,0.0496315197327413
770,0.0502610027750695
780,0.0508898961441558
790,0.0515182006681841
800,0.0521459171737879
810,0.0527730464860541
820,0.053399589428527
830,0.0540255468232113
840,0.0546509194905761
850,0.0552757082495583
860,0.0558999139175664
870,0.0565235373104836
880,0.0571465792426719
890,0.0577690405269753
900,0.0583909219747236
910,0.0590122243957354
920,0.0596329485983223
930,0.0602530953892921
940,0.060872665573952
950,0.0614916599561125
960,0.0621100793380909
970,0.0627279245207144
980,0.0633451963033238
990,0.0639618954837769
1000,0.064578022858452
1010,0.0651935792222513
1020,0.0658085653686043
1030,0.066422982089471
1040,0.0670368301753457
1050,0.0676501104152602
1060,0.0682628235967871
1070,0.0688749705060432
1080,0.0694865519276931
1090,0.070097568644952
1100,0.0707080214395898
1110,0.0713179110919338
1120,0.0719272383808723
1130,0.072536004083858
1140,0.0731442089769109
1150,0.0737518538346222
1160,0.0743589394301572
1170,0.0749654665352583
1180,0.0755714359202492
1190,0.0761768483540371
1200,0.0767817046041167
1210,0.077386005436573
1220,0.0779897516160848
1230,0.0785929439059279
1240,0.0791955830679781
1250,0.0797976698627147
1260,0.0803992050492234
1270,0.0810001893851998
1280,0.0816006236269524
1290,0.0822005085294058
1300,0.0827998448461037
1310,0.0833986333292125
1320,0.0839968747295239
1330,0.0845945697964586
1340,0.0851917192780688
1350,0.0857883239210419
1360,0.0863843844707032
1370,0.0869799016710194
1380,0.0875748762646013
1390,0.088169308992707
1400,0.0887632005952451
1410,0.0893565518107779
1420,0.0899493633765238
1430,0.0905416360283613
1440,0.0911333705008314
1450,0.0917245675271405
1460,0.0923152278391642
1470,0.0929053521674496
1480,0.0934949412412185
1490,0.0940839957883705
1500,0.0946725165354862
1510,0.0952605042078296
1520,0.0958479595293517
1530,0.0964348832226929
1540,0.0970212760091865
1550,0.0976071386088614
1560,0.098192471740445
1570,0.0987772761213661
1580,0.0993615524677581
1590,0.0999453014944617
1600,0.100528523915028
1610,0.101111220441721
1620,0.10169339178552
1630,0.102275038656126
1640,0.102856161761959
1650,0.103436761810164
1660,0.104016839506616
1670,0.104596395555918
1680,0.105175430661407
1690,0.105753945525157
1700,0.106331940847979
1710,0.106909417329428
1720,0.107486375667802
1730,0.108062816560148
1740,0.108638740702262
1750,0.109214148788694
1760,0.109789041512749
1770,0.110363419566491
1780,0.110937283640746
1790,0.111510634425103
1800,0.112083472607918
1810,0.112655798876319
1820,0.113227613916203
1830,0.113798918412245
1840,0.114369713047897
1850,0.114939998505391
1860,0.115509775465743
1870,0.116079044608755
1880,0.116647806613017
1890,0.117216062155913
1900,0.117783811913618
1910,0.118351056561105
1920,0.118917796772148
1930,0.119484033219322
1940,0.120049766574005
1950,0.120614997506386
1960,0.121179726685462
1970,0.121743954779044
1980,0.122307682453756
1990,0.122870910375044
2000,0.12343363920717
2010,0.123995869613224
2020,0.124557602255118
2030,0.125118837793594
2040,0.125679576888227
2050,0.126239820197422
2060,0.126799568378423
2070,0.127358822087311
2080,0.12791758197901
2090,0.128475848707287
2100,0.129033622924755
2110,0.129590905282878
2120,0.130147696431969
2130,0.130703997021197
2140,0.131259807698586
2150,0.13181512911102
2160,0.132369961904246
2170,0.132924306722873
2180,0.133478164210377
2190,0.134031535009104
2200,0.134584419760272
2210,0.13513681910397
2220,0.135688733679168
2230,0.136240164123711
2240,0.136791111074328
2250,0.137341575166632
