"S2","S1","Vj.fit","se","Vj.s1","se.s1","od.m.x","od.sd.x","Vj.s2","se.s2","od.m.y","od.sd.y","Vj.pred","Vj.pred.se","xt","f.fitted","upper.f.fitted","lower.f.fitted","f.pred","upper.f.pred","lower.f.pred"
"C","C",0.217480404291784,0.0157541619036859,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.217480404291784,0.0222797494280141,0.363636363636364,0.00296704062635988,0.00385965844120095,0.00218612836151666,0.00296704062635988,0.00426148527219128,0.00189601483231761
"C","E",0.118407044972418,0.00741942590072597,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.128393037732177,0.0189126428768667,0.363636363636364,0.00090077391384058,0.00113661162037271,0.000691624759857623,0.00105656506397334,0.00175471486152734,0.000530554015352402
"C","M",0.988512062582894,0.0357302860722967,1.66871036208599,0.0765600097148578,0.05836,0.0127805711922433,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.943095383188889,0.078164113919539,0.363636363636364,0.0510243653745113,0.0576923821604756,0.0446583467334468,0.0469421972861116,0.0614957458285745,0.0338971516212881
"C","P",0.160993943808967,0.0110808157067886,0.184832622968474,0.01983947055431,0.00454,0.00260633842775646,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.201156513630129,0.0253337365811457,0.363636363636364,0.0016482198529767,0.00212185308852786,0.00123225274281191,0.00254835020196864,0.00394536750669894,0.00144379842079023
"C","S",0.710885540380914,0.0179965581112947,1.21731313276615,0.133091299998755,0.15492,0.00665146600382202,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.717396768528968,0.134020475124685,0.363636363636364,0.028175699530276,0.0308369279569738,0.0256125642248816,0.0286499414880393,0.0507441288270318,0.0119811916889503
"C","T",3.60081393827509,0.22124759219211,7.66547152852633,0.265089646573444,0.1933,0.0182366389447179,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,3.94147596640906,0.265557365436775,0.363636363636364,0.376498940370614,0.432183492635245,0.318677245020946,0.41959574501591,0.483553624154993,0.351826487388167
"E","E",0.0393056711725707,0.0104639592554802,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.0393056711725707,0.0147982730952196,0.363636363636364,0.000101176412643733,0.000236399361060347,2.22307997043147e-05,0.000101176412643733,0.000308691255847093,6.21788577459537e-06
"E","M",0.88469217783498,0.024727676759557,1.66871036208599,0.0765600097148578,0.05836,0.0127805711922433,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.854008016629283,0.0772717900066995,0.363636363636364,0.0418804653781709,0.0461527722418442,0.0377671998519837,0.0393092454266641,0.0528646559761438,0.0273516135614863
"E","P",0.109934527346908,0.0133150806811061,0.184832622968474,0.01983947055431,0.00454,0.00260633842775646,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.112069147070522,0.022429869263455,0.363636363636364,0.00077806855487339,0.00119298026919035,0.000449656268701304,0.000808160812633463,0.00156757293994059,0.000293829864459472
"E","S",0.630504551677014,0.0358923511332829,1.21731313276615,0.133091299998755,0.15492,0.00665146600382202,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.628309401969361,0.133502017133297,0.363636363636364,0.0225912287357928,0.0275545127921732,0.0180455963878874,0.022445906873195,0.0427848363938567,0.00791085442484707
"E","T",3.74927846446143,0.239215690875848,7.66547152852633,0.265089646573444,0.1933,0.0182366389447179,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,3.85238859984945,0.265296089612594,0.363636363636364,0.395457758818016,0.454596388032468,0.3335378232329,0.408467114791872,0.473067538618632,0.340235529709355
"M","M",1.66871036208599,0.0765600097148578,1.66871036208599,0.0765600097148578,0.05836,0.0127805711922433,1.66871036208599,0.0765600097148578,0.05836,0.0127805711922433,1.66871036208599,0.108272204074168,0.363636363636364,0.124146815310315,0.142874595059034,0.106084552168156,0.124146815310315,0.150796932331646,0.0988298224335712
"M","P",0.950036785518686,0.0373289538410525,0.184832622968474,0.01983947055431,0.00454,0.00260633842775646,1.66871036208599,0.0765600097148578,0.05836,0.0127805711922433,0.926771492527234,0.0790888088127167,0.363636363636364,0.0475580055514903,0.0543640929611652,0.0410934966487789,0.0455057613658449,0.0600905103275936,0.0324886772217718
"M","S",1.40477439100873,0.0708902852441646,1.21731313276615,0.133091299998755,0.15492,0.00665146600382202,1.66871036208599,0.0765600097148578,0.05836,0.0127805711922433,1.44301174742607,0.153540643553744,0.363636363636364,0.093505063265889,0.109677038683058,0.0781141227285632,0.0977947061715503,0.13402592545102,0.0650891274781957
"M","T",5.57493264826994,0.415936064740689,7.66547152852633,0.265089646573444,0.1933,0.0182366389447179,1.66871036208599,0.0765600097148578,0.05836,0.0127805711922433,4.66709094530616,0.275923822472748,0.363636363636364,0.601319207819759,0.675947846692334,0.514401371304046,0.505860773940368,0.565624301398332,0.440986436140994
"P","P",0.184832622968474,0.01983947055431,0.184832622968474,0.01983947055431,0.00454,0.00260633842775646,0.184832622968474,0.01983947055431,0.00454,0.00260633842775646,0.184832622968474,0.0280572483282068,0.363636363636364,0.00216001467516447,0.00315664235235358,0.00134496854932697,0.00216001467516447,0.00362137338085655,0.0010618388812611
"P","S",0.790451884248397,0.0227637951910909,1.21731313276615,0.133091299998755,0.15492,0.00665146600382202,0.184832622968474,0.01983947055431,0.00454,0.00260633842775646,0.701072877867313,0.134561876946013,0.363636363636364,0.0341855950210772,0.0378277559665419,0.0306899593747012,0.0274670689872712,0.0493631608493456,0.0111171222566682
"P","T",3.13964187734323,0.191830583687213,7.66547152852633,0.265089646573444,0.1933,0.0182366389447179,0.184832622968474,0.01983947055431,0.00454,0.00260633842775646,3.9251520757474,0.265831008936709,0.363636363636364,0.316202647185296,0.366502358074896,0.265041182569343,0.417564571654534,0.48171686932365,0.349623792239725
"S","S",1.21731313276615,0.133091299998755,1.21731313276615,0.133091299998755,0.15492,0.00665146600382202,1.21731313276615,0.133091299998755,0.15492,0.00665146600382202,1.21731313276615,0.188219521492106,0.363636363636364,0.0733424136041527,0.102395597320649,0.047655307321307,0.0733424136041527,0.115213252407554,0.0382278013047124
"S","T",5.452185456884,0.504923809215251,7.66547152852633,0.265089646573444,0.1933,0.0182366389447179,1.21731313276615,0.133091299998755,0.15492,0.00665146600382202,4.44139233064624,0.29662402946456,0.363636363636364,0.589267516115134,0.680475251628308,0.480027950093405,0.479917521289358,0.546258045039183,0.407934295454792
"T","T",7.66547152852633,0.265089646573444,7.66547152852633,0.265089646573444,0.1933,0.0182366389447179,7.66547152852633,0.265089646573444,0.1933,0.0182366389447179,7.66547152852633,0.374893373428854,0.363636363636364,0.766775263559097,0.797880340252248,0.731580604727614,0.766775263559097,0.809649432038582,0.715725061522574
"C","C",0.217480404291784,0.0157541619036859,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.217480404291784,0.0222797494280141,0.484848484848485,0.00518355418696892,0.00672613639785136,0.00382886161857077,0.00518355418696892,0.00741870544210965,0.00332420586395032
"C","E",0.118407044972418,0.00741942590072597,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.128393037732177,0.0189126428768667,0.484848484848485,0.00158619030431451,0.00199910441293139,0.00121934521625888,0.00185903838455426,0.00307811696423466,0.000936351373307276
"C","M",0.988512062582894,0.0357302860722967,1.66871036208599,0.0765600097148578,0.05836,0.0127805711922433,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.943095383188889,0.078164113919539,0.484848484848485,0.0839863893670636,0.0944563216249434,0.0739037261207597,0.077531018134413,0.100388370150613,0.0566518587382649
"C","P",0.160993943808967,0.0110808157067886,0.184832622968474,0.01983947055431,0.00454,0.00260633842775646,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.201156513630129,0.0253337365811457,0.484848484848485,0.00289251031483773,0.00371712244231703,0.00216635199661508,0.00445787190143065,0.00687395268078095,0.00253589294609669
"C","S",0.710885540380914,0.0179965581112947,1.21731313276615,0.133091299998755,0.15492,0.00665146600382202,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,0.717396768528968,0.134020475124685,0.484848484848485,0.0473634529154917,0.0516944172516081,0.0431738938059908,0.0481366382760783,0.0835443650805039,0.020552338676696
"C","T",3.60081393827509,0.22124759219211,7.66547152852633,0.265089646573444,0.1933,0.0182366389447179,0.217480404291784,0.0157541619036859,0.26234,0.00429453140633527,3.94147596640906,0.265557365436775,0.484848484848485,0.520858251318539,0.583167371358111,0.452597361714132,0.569374113583061,0.637692302997475,0.492178748064229
"E","E",0.0393056711725707,0.0104639592554802,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.0393056711725707,0.0147982730952196,0.484848484848485,0.000179299573278557,0.00041822925934254,3.94628112383444e-05,0.000179299573278557,0.000545744809064663,1.10453528161525e-05
"E","M",0.88469217783498,0.024727676759557,1.66871036208599,0.0765600097148578,0.05836,0.0127805711922433,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.854008016629283,0.0772717900066995,0.484848484848485,0.069476165246767,0.0762785189059517,0.0628876697672401,0.0653623044840166,0.0868850568334709,0.0460184359109312
"E","P",0.109934527346908,0.0133150806811061,0.184832622968474,0.01983947055431,0.00454,0.00260633842775646,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.112069147070522,0.022429869263455,0.484848484848485,0.00137104680493982,0.00209768992778403,0.000794041553976665,0.00142382915750028,0.00275187422327461,0.000519541617719943
"E","S",0.630504551677014,0.0358923511332829,1.21731313276615,0.133091299998755,0.15492,0.00665146600382202,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,0.628309401969361,0.133502017133297,0.484848484848485,0.0382113122812241,0.0463497672006797,0.0306926268825091,0.0379719391966936,0.070919517891031,0.0136642135970096
"E","T",3.74927846446143,0.239215690875848,7.66547152852633,0.265089646573444,0.1933,0.0182366389447179,0.0393056711725707,0.0104639592554802,0.3415,0.00969974226461713,3.85238859984945,0.265296089612594,0.484848484848485,0.542447750364551,0.607305420443905,0.470490980384439,0.557037849286895,0.626792680821072,0.4784760884352
