"V1","V2","len.v1","len.v2","all.in","Vj.real.V1","Vj.real.V2","se.real.V1","se.real.V2","Vj.1.V1","Vj.1.V2","Vj.1.V1.se","Vj.1.V2.se","Vj.2.V1","Vj.2.V1.se","Vj.2.V2","Vj.2.V2.se","Vj.3.V1","Vj.3.V1.se","Vj.3.V2","Vj.3.V2.se","vari","poly","l1","l2","eps.h","eps.h.se","eps.h3","eps.h3.se"
"M-T","C-M-T",2,3,TRUE,11.2245556526682,8.6104250912212,0.693467124030279,0.425151289627449,10.576347958927,10.576347958927,0.328368325521343,0.328368325521343,11.2245556526682,0.834594612085536,9.23228648885715,1.55564878572643,11.2245556526682,0.834594612085536,8.6104250912212,2.24072307707492,-2.614130561447,"N",0,1,-0.621861397635952,1.6126985966398,0,0
"C-M-T","C-M-P-T",3,4,TRUE,8.6104250912212,15.8153021210871,0.425151289627449,0.78117752623907,10.576347958927,10.9163055696905,0.328368325521343,0.352740053139809,9.23228648885715,1.55564878572643,39.1999926395092,3.91900098615619,8.6104250912212,2.24072307707492,1.251439209725,7.00161060076976,7.2048770298659,"P",0,1,-23.3846905184221,3.99609897987953,14.5638629113621,7.04505424622923
"E-M-T","E-M-S-T",3,4,TRUE,11.0952246070071,12.0912562032296,0.648320257144992,0.701662249539412,10.576347958927,12.0711655040755,0.328368325521343,0.333129185497447,13.4542821065411,1.0965644051668,14.3933418096833,1.29842042962732,11.0952246070071,1.68084090418522,12.6527804233292,2.5874278562699,0.996031596222499,"N",0,1,-2.30208560645365,1.4758812704626,-0.56152422009963,2.68087911399044
"E-M","E-M-T",2,3,TRUE,1.52770306248583,11.0952246070071,0.0926138611235951,0.648320257144992,2.60510350865721,10.576347958927,0.257948961344854,0.328368325521343,1.52770306248583,0.376367719909663,13.4542821065411,1.0965644051668,1.52770306248583,0.376367719909663,11.0952246070071,1.68084090418522,9.56752154452127,"N",0,1,-2.35905749953397,1.27388094047417,0,0
"E-M-T","C-E-M-T",3,4,TRUE,11.0952246070071,9.53037483024748,0.648320257144992,0.699214046588479,10.576347958927,10.576347958927,0.328368325521343,0.328368325521343,13.4542821065411,1.0965644051668,11.9595679262665,1.71473403826592,11.0952246070071,1.68084090418522,7.81901300543602,3.13522661279095,-1.56484977675962,"N",0,1,-2.42919309601902,1.85181346386033,1.71136182481146,3.21224939824094
"E-T","E-M-T",2,3,TRUE,11.278371350314,11.0952246070071,0.624101148595879,0.648320257144992,7.97124445026975,10.576347958927,0.203194710922311,0.328368325521343,11.278371350314,0.687079634956748,13.4542821065411,1.0965644051668,11.278371350314,0.687079634956748,11.0952246070071,1.68084090418522,-0.183146743306899,"N",0,1,-2.35905749953397,1.27388094047417,0,0
"M-T","E-M-T",2,3,TRUE,11.2245556526682,11.0952246070071,0.693467124030279,0.648320257144992,10.576347958927,10.576347958927,0.328368325521343,0.328368325521343,11.2245556526682,0.834594612085536,13.4542821065411,1.0965644051668,11.2245556526682,0.834594612085536,11.0952246070071,1.68084090418522,-0.1293310456611,"N",0,1,-2.35905749953397,1.27388094047417,0,0
"E-M-T","E-M-P-T",3,4,TRUE,11.0952246070071,20.4416359852523,0.648320257144992,0.916646967221031,10.576347958927,10.9163055696905,0.328368325521343,0.352740053139809,13.4542821065411,1.0965644051668,57.1231219637132,3.96095519858586,11.0952246070071,1.68084090418522,0.173126448468146,7.52423471978783,9.3464113782452,"P",0,1,-36.6814859784609,4.06563743436621,20.2685095367842,7.57986476007166
"E-S-T","E-M-S-T",3,4,TRUE,12.030689941714,12.0912562032296,0.618418419031017,0.701662249539412,9.46606199541828,12.0711655040755,0.210801773169259,0.333129185497447,14.62634690616,0.934901600275672,14.3933418096833,1.29842042962732,12.030689941714,1.45963123609796,12.6527804233292,2.5874278562699,0.0605662615156,"N",0,1,-2.30208560645365,1.4758812704626,-0.56152422009963,2.68087911399044
"E-M-S-T","E-M-P-S-T",4,5,TRUE,12.0912562032296,37.2815582284598,0.701662249539412,0.988147816107647,12.0711655040755,12.4111231148391,0.333129185497447,0.357176205973435,14.3933418096833,1.29842042962732,89.6418093754459,4.15170023600278,12.6527804233292,2.5874278562699,-32.3747941388759,9.18672980640434,25.1903020252302,"P",0,1,-52.3602511469861,4.2676751230739,69.6563523673357,9.23972080976239
