"well","plate","replc","abs","starch","x","comp","c.len"
"E09","A","2",0.004,TRUE,0.5,"C-L-M-P",4
"E09","A","2",0.005,TRUE,0.25,"C-L-M-P",4
"E09","A","2",0.008,TRUE,0.125,"C-L-M-P",4
"E09","A","2",0.82,TRUE,0.05,"C-L-M-P",4
"E09","A","2",1.336,TRUE,0.025,"C-L-M-P",4
"E09","B","2",0,FALSE,0.5,NA,NA
"E09","B","2",0.005,TRUE,0.5,NA,NA
"E09","B","2",0.022,TRUE,0.25,NA,NA
"E09","B","2",0.222,TRUE,0.125,NA,NA
"E09","B","2",0.893,TRUE,0.05,NA,NA
"E09","B","2",1.475,TRUE,0.025,NA,NA
"E10","A","1",1.726,TRUE,0,"E-L-P-T",4
"E10","A","1",0.002,FALSE,0.5,"E-L-P-T",4
"E10","A","1",0.004,TRUE,0.5,"E-L-P-T",4
"E10","A","1",0.00600000000000001,TRUE,0.25,"E-L-P-T",4
"E10","A","1",0.033,TRUE,0.125,"E-L-P-T",4
"E10","A","1",0.842,TRUE,0.05,"E-L-P-T",4
"E10","A","1",1.415,TRUE,0.025,"E-L-P-T",4
"E10","A","2",0.001,FALSE,0.5,"E-L-P-T",4
"E10","A","2",0.004,TRUE,0.5,"E-L-P-T",4
"E10","A","2",0.005,TRUE,0.25,"E-L-P-T",4
"E10","A","2",0.00600000000000001,TRUE,0.125,"E-L-P-T",4
"E10","A","2",0.565,TRUE,0.05,"E-L-P-T",4
"E10","A","2",1.037,TRUE,0.025,"E-L-P-T",4
"E11","A","1",1.661,TRUE,0,"L-M-S-T",4
"E11","A","1",0.003,FALSE,0.5,"L-M-S-T",4
"E11","A","1",0.008,TRUE,0.5,"L-M-S-T",4
"E11","A","1",0.043,TRUE,0.25,"L-M-S-T",4
"E11","A","1",0.224,TRUE,0.125,"L-M-S-T",4
"E11","A","1",1.11,TRUE,0.05,"L-M-S-T",4
"E11","A","1",1.35,TRUE,0.025,"L-M-S-T",4
"E11","A","2",0.001,FALSE,0.5,"L-M-S-T",4
"E11","A","2",0.00600000000000001,TRUE,0.5,"L-M-S-T",4
"E11","A","2",0.024,TRUE,0.25,"L-M-S-T",4
"E11","A","2",0.221,TRUE,0.125,"L-M-S-T",4
"E11","A","2",1.131,TRUE,0.05,"L-M-S-T",4
"E11","A","2",1.357,TRUE,0.025,"L-M-S-T",4
"F01","A","1",1.613,TRUE,0,"S",1
"F01","A","1",0.003,FALSE,0.5,"S",1
"F01","A","1",0.909,TRUE,0.5,"S",1
"F01","A","1",1.355,TRUE,0.25,"S",1
"F01","A","1",1.447,TRUE,0.125,"S",1
"F01","A","1",1.568,TRUE,0.05,"S",1
"F01","A","1",1.527,TRUE,0.025,"S",1
"F01","A","2",0.003,FALSE,0.5,"S",1
"F01","A","2",0.895,TRUE,0.5,"S",1
"F01","A","2",1.322,TRUE,0.25,"S",1
"F01","A","2",1.605,TRUE,0.125,"S",1
"F01","A","2",1.596,TRUE,0.05,"S",1
"F01","A","2",1.643,TRUE,0.025,"S",1
"F01","B","1",0.001,FALSE,0.5,"C-E-L-S-T",5
"F01","B","1",0.014,TRUE,0.5,"C-E-L-S-T",5
"F01","B","1",0.144,TRUE,0.25,"C-E-L-S-T",5
"F01","B","1",0.768,TRUE,0.125,"C-E-L-S-T",5
"F01","B","1",1.315,TRUE,0.05,"C-E-L-S-T",5
"F01","B","1",1.56,TRUE,0.025,"C-E-L-S-T",5
"F02","A","1",1.586,TRUE,0,"C-T",2
"F02","A","1",0.002,FALSE,0.5,"C-T",2
"F02","A","1",0.011,TRUE,0.5,"C-T",2
"F02","A","1",0.081,TRUE,0.25,"C-T",2
"F02","A","1",0.446,TRUE,0.125,"C-T",2
"F02","A","1",1.26,TRUE,0.05,"C-T",2
"F02","A","1",0.894,TRUE,0.025,"C-T",2
"F02","A","2",0.001,FALSE,0.5,"C-T",2
"F02","A","2",0.034,TRUE,0.5,"C-T",2
"F02","A","2",0.326,TRUE,0.25,"C-T",2
"F02","A","2",0.795,TRUE,0.125,"C-T",2
"F02","A","2",1.29,TRUE,0.05,"C-T",2
"F02","A","2",1.483,TRUE,0.025,"C-T",2
"F02","B","1",0.002,FALSE,0.5,"C-L-P-S-T",5
"F02","B","1",0.002,TRUE,0.5,"C-L-P-S-T",5
"F02","B","1",0.004,TRUE,0.25,"C-L-P-S-T",5
"F02","B","1",0.005,TRUE,0.125,"C-L-P-S-T",5
"F02","B","1",0.35,TRUE,0.05,"C-L-P-S-T",5
"F02","B","1",1.134,TRUE,0.025,"C-L-P-S-T",5
"F03","A","1",1.632,TRUE,0,"M-P",2
"F03","A","1",0.001,FALSE,0.5,"M-P",2
"F03","A","1",0.003,TRUE,0.5,"M-P",2
"F03","A","1",0.004,TRUE,0.25,"M-P",2
"F03","A","1",0.00600000000000001,TRUE,0.125,"M-P",2
"F03","A","1",0.227,TRUE,0.05,"M-P",2
"F03","A","1",1.638,TRUE,0.025,"M-P",2
"F03","A","2",0.001,FALSE,0.5,"M-P",2
"F03","A","2",0.017,TRUE,0.5,"M-P",2
"F03","A","2",0.004,TRUE,0.25,"M-P",2
"F03","A","2",0.00600000000000001,TRUE,0.125,"M-P",2
"F03","A","2",0.618,TRUE,0.05,"M-P",2
"F03","A","2",0.938,TRUE,0.025,"M-P",2
"F03","B","1",0.001,FALSE,0.5,"L-M-P-S-T",5
"F03","B","1",0.002,TRUE,0.5,"L-M-P-S-T",5
"F03","B","1",0.004,TRUE,0.25,"L-M-P-S-T",5
"F03","B","1",0.004,TRUE,0.125,"L-M-P-S-T",5
"F03","B","1",0.134,TRUE,0.05,"L-M-P-S-T",5
"F03","B","1",0.894,TRUE,0.025,"L-M-P-S-T",5
"F04","A","1",1.433,TRUE,0,"M-P-S",3
"F04","A","1",0.001,FALSE,0.5,"M-P-S",3
"F04","A","1",0.003,TRUE,0.5,"M-P-S",3
"F04","A","1",0.004,TRUE,0.25,"M-P-S",3
"F04","A","1",0.00600000000000001,TRUE,0.125,"M-P-S",3
"F04","A","1",0.34,TRUE,0.05,"M-P-S",3
"F04","A","1",1.3,TRUE,0.025,"M-P-S",3
"F04","A","2",0.001,FALSE,0.5,"M-P-S",3
"F04","A","2",0.003,TRUE,0.5,"M-P-S",3
"F04","A","2",0.004,TRUE,0.25,"M-P-S",3
"F04","A","2",0.00600000000000001,TRUE,0.125,"M-P-S",3
"F04","A","2",0.563,TRUE,0.05,"M-P-S",3
"F04","A","2",0.935,TRUE,0.025,"M-P-S",3
"F04","B","1",0.001,FALSE,0.5,"C-E-L-M-P-T",6
"F04","B","1",0.002,TRUE,0.5,"C-E-L-M-P-T",6
"F04","B","1",0.005,TRUE,0.25,"C-E-L-M-P-T",6
"F04","B","1",0.009,TRUE,0.125,"C-E-L-M-P-T",6
"F04","B","1",0.604,TRUE,0.05,"C-E-L-M-P-T",6
"F04","B","1",1.373,TRUE,0.025,"C-E-L-M-P-T",6
"F05","A","1",1.588,TRUE,0,"C-L-P",3
"F05","A","1",0.001,FALSE,0.5,"C-L-P",3
"F05","A","1",0.005,TRUE,0.5,"C-L-P",3
"F05","A","1",0.014,TRUE,0.25,"C-L-P",3
"F05","A","1",0.442,TRUE,0.125,"C-L-P",3
"F05","A","1",1.189,TRUE,0.05,"C-L-P",3
"F05","A","1",1.623,TRUE,0.025,"C-L-P",3
"F05","A","2",0.001,FALSE,0.5,"C-L-P",3
"F05","A","2",0.004,TRUE,0.5,"C-L-P",3
"F05","A","2",0.007,TRUE,0.25,"C-L-P",3
"F05","A","2",0.147,TRUE,0.125,"C-L-P",3
"F05","A","2",1.093,TRUE,0.05,"C-L-P",3
"F05","A","2",1.316,TRUE,0.025,"C-L-P",3
"F06","A","1",1.594,TRUE,0,"E-L-T",3
"F06","A","1",0.002,FALSE,0.5,"E-L-T",3
"F06","A","1",0.009,TRUE,0.5,"E-L-T",3
"F06","A","1",0.039,TRUE,0.25,"E-L-T",3
"F06","A","1",0.288,TRUE,0.125,"E-L-T",3
"F06","A","1",1.112,TRUE,0.05,"E-L-T",3
"F06","A","1",1.373,TRUE,0.025,"E-L-T",3
"F06","A","2",0.002,FALSE,0.5,"E-L-T",3
"F06","A","2",0.009,TRUE,0.5,"E-L-T",3
"F06","A","2",0.036,TRUE,0.25,"E-L-T",3
"F06","A","2",0.28,TRUE,0.125,"E-L-T",3
"F06","A","2",1.116,TRUE,0.05,"E-L-T",3
"F06","A","2",1.313,TRUE,0.025,"E-L-T",3
"F06","B","2",0.001,FALSE,0.5,NA,NA
"F06","B","2",0.004,TRUE,0.5,NA,NA
"F06","B","2",0.023,TRUE,0.25,NA,NA
"F06","B","2",0.218,TRUE,0.125,NA,NA
"F06","B","2",0.894,TRUE,0.05,NA,NA
"F06","B","2",1.463,TRUE,0.025,NA,NA
"F07","A","1",1.539,TRUE,0,"",0
"F07","A","1",0.504,FALSE,0.5,"",0
"F07","A","1",2.136,TRUE,0.5,"",0
"F07","A","1",1.812,TRUE,0.25,"",0
"F07","A","1",1.568,TRUE,0.125,"",0
"F07","A","1",1.68,TRUE,0.05,"",0
"F07","A","1",1.667,TRUE,0.025,"",0
"F07","A","2",0.002,FALSE,0.5,"",0
"F07","A","2",0.639,TRUE,0.5,"",0
"F07","A","2",1.32,TRUE,0.25,"",0
"F07","A","2",1.523,TRUE,0.125,"",0
"F07","A","2",1.61,TRUE,0.05,"",0
"F07","A","2",1.444,TRUE,0.025,"",0
"F07","B","2",0,FALSE,0.5,NA,NA
"F07","B","2",0.002,TRUE,0.5,NA,NA
"F07","B","2",0.003,TRUE,0.25,NA,NA
"F07","B","2",0.004,TRUE,0.125,NA,NA
"F07","B","2",0.182,TRUE,0.05,NA,NA
"F07","B","2",0.988,TRUE,0.025,NA,NA
"F08","A","1",1.478,TRUE,0,"L-S-T",3
"F08","A","1",0.002,FALSE,0.5,"L-S-T",3
"F08","A","1",0.008,TRUE,0.5,"L-S-T",3
"F08","A","1",0.04,TRUE,0.25,"L-S-T",3
"F08","A","1",0.526,TRUE,0.125,"L-S-T",3
"F08","A","1",1.082,TRUE,0.05,"L-S-T",3
"F08","A","1",0.913,TRUE,0.025,"L-S-T",3
"F08","A","2",0.002,FALSE,0.5,"L-S-T",3
"F08","A","2",0.007,TRUE,0.5,"L-S-T",3
"F08","A","2",0.031,TRUE,0.25,"L-S-T",3
"F08","A","2",0.266,TRUE,0.125,"L-S-T",3
"F08","A","2",1.197,TRUE,0.05,"L-S-T",3
"F08","A","2",1.273,TRUE,0.025,"L-S-T",3
"F09","A","1",1.542,TRUE,0,"C-L-M-T",4
"F09","A","1",0.002,FALSE,0.5,"C-L-M-T",4
"F09","A","1",0.026,TRUE,0.5,"C-L-M-T",4
"F09","A","1",0.199,TRUE,0.25,"C-L-M-T",4
"F09","A","1",0.775,TRUE,0.125,"C-L-M-T",4
"F09","A","1",1.398,TRUE,0.05,"C-L-M-T",4
"F09","A","1",1.306,TRUE,0.025,"C-L-M-T",4
"F09","A","2",0.002,FALSE,0.5,"C-L-M-T",4
"F09","A","2",0.013,TRUE,0.5,"C-L-M-T",4
"F09","A","2",0.082,TRUE,0.25,"C-L-M-T",4
"F09","A","2",0.423,TRUE,0.125,"C-L-M-T",4
"F09","A","2",1.35,TRUE,0.05,"C-L-M-T",4
"F09","A","2",1.331,TRUE,0.025,"C-L-M-T",4
"F09","B","2",0.001,FALSE,0.5,NA,NA
"F09","B","2",0.002,TRUE,0.5,NA,NA
"F09","B","2",0.004,TRUE,0.25,NA,NA
"F09","B","2",0.007,TRUE,0.125,NA,NA
"F09","B","2",0.365,TRUE,0.05,NA,NA
"F09","B","2",1.378,TRUE,0.025,NA,NA
"F10","A","1",1.576,TRUE,0,"E-L-S-T",4
"F10","A","1",0.002,FALSE,0.5,"E-L-S-T",4
"F10","A","1",0.007,TRUE,0.5,"E-L-S-T",4
"F10","A","1",0.038,TRUE,0.25,"E-L-S-T",4
"F10","A","1",0.203,TRUE,0.125,"E-L-S-T",4
"F10","A","1",1.018,TRUE,0.05,"E-L-S-T",4
"F10","A","1",0.802,TRUE,0.025,"E-L-S-T",4
"F10","A","2",0.002,FALSE,0.5,"E-L-S-T",4
"F10","A","2",0.007,TRUE,0.5,"E-L-S-T",4
"F10","A","2",0.022,TRUE,0.25,"E-L-S-T",4
"F10","A","2",0.158,TRUE,0.125,"E-L-S-T",4
"F10","A","2",0.886,TRUE,0.05,"E-L-S-T",4
"F10","A","2",1.294,TRUE,0.025,"E-L-S-T",4
"F11","A","1",1.576,TRUE,0,"L-P-S-T",4
"F11","A","1",0.002,FALSE,0.5,"L-P-S-T",4
"F11","A","1",0.003,TRUE,0.5,"L-P-S-T",4
"F11","A","1",0.004,TRUE,0.25,"L-P-S-T",4
"F11","A","1",0.005,TRUE,0.125,"L-P-S-T",4
"F11","A","1",0.142,TRUE,0.05,"L-P-S-T",4
"F11","A","1",0.781,TRUE,0.025,"L-P-S-T",4
"F11","A","2",0.002,FALSE,0.5,"L-P-S-T",4
"F11","A","2",0.003,TRUE,0.5,"L-P-S-T",4
"F11","A","2",0.004,TRUE,0.25,"L-P-S-T",4
"F11","A","2",0.005,TRUE,0.125,"L-P-S-T",4
"F11","A","2",0.481,TRUE,0.05,"L-P-S-T",4
"F11","A","2",0.721,TRUE,0.025,"L-P-S-T",4
"G01","A","1",1.666,TRUE,0,"T",1
"G01","A","1",0.005,FALSE,0.5,"T",1
"G01","A","1",0.028,TRUE,0.5,"T",1
"G01","A","1",0.19,TRUE,0.25,"T",1
"G01","A","1",0.732,TRUE,0.125,"T",1
"G01","A","1",1.268,TRUE,0.05,"T",1
"G01","A","1",1.479,TRUE,0.025,"T",1
"G01","A","2",0.004,FALSE,0.5,"T",1
"G01","A","2",0.015,TRUE,0.5,"T",1
"G01","A","2",0.124,TRUE,0.25,"T",1
"G01","A","2",0.644,TRUE,0.125,"T",1
"G01","A","2",1.259,TRUE,0.05,"T",1
"G01","A","2",1.475,TRUE,0.025,"T",1
"G01","B","1",0.001,FALSE,0.5,"C-E-M-P-S",5
"G01","B","1",0.005,TRUE,0.5,"C-E-M-P-S",5
"G01","B","1",0.004,TRUE,0.25,"C-E-M-P-S",5
"G01","B","1",0.031,TRUE,0.125,"C-E-M-P-S",5
"G01","B","1",0.242,TRUE,0.05,"C-E-M-P-S",5
"G01","B","1",0.916,TRUE,0.025,"C-E-M-P-S",5
"G02","A","1",1.622,TRUE,0,"P-S",2
"G02","A","1",0.002,FALSE,0.5,"P-S",2
"G02","A","1",0.004,TRUE,0.5,"P-S",2
"G02","A","1",0.005,TRUE,0.25,"P-S",2
"G02","A","1",0.005,TRUE,0.125,"P-S",2
"G02","A","1",0.307,TRUE,0.05,"P-S",2
"G02","A","1",0.88,TRUE,0.025,"P-S",2
"G02","A","2",0.002,FALSE,0.5,"P-S",2
"G02","A","2",0.003,TRUE,0.5,"P-S",2
"G02","A","2",0.004,TRUE,0.25,"P-S",2
"G02","A","2",0.005,TRUE,0.125,"P-S",2
"G02","A","2",0.237,TRUE,0.05,"P-S",2
"G02","A","2",0.708,TRUE,0.025,"P-S",2
"G02","B","1",0.002,FALSE,0.5,"C-M-P-S-T",5
"G02","B","1",0.002,TRUE,0.5,"C-M-P-S-T",5
"G02","B","1",0.004,TRUE,0.25,"C-M-P-S-T",5
"G02","B","1",0.024,TRUE,0.125,"C-M-P-S-T",5
"G02","B","1",0.367,TRUE,0.05,"C-M-P-S-T",5
"G02","B","1",1.245,TRUE,0.025,"C-M-P-S-T",5
"G03","A","1",1.678,TRUE,0,"M-S",2
"G03","A","1",0.003,FALSE,0.5,"M-S",2
"G03","A","1",0.876,TRUE,0.5,"M-S",2
"G03","A","1",1.178,TRUE,0.25,"M-S",2
"G03","A","1",1.448,TRUE,0.125,"M-S",2
"G03","A","1",1.492,TRUE,0.05,"M-S",2
"G03","A","1",1.559,TRUE,0.025,"M-S",2
"G03","A","2",0.002,FALSE,0.5,"M-S",2
"G03","A","2",0.865,TRUE,0.5,"M-S",2
"G03","A","2",1.231,TRUE,0.25,"M-S",2
"G03","A","2",1.361,TRUE,0.125,"M-S",2
"G03","A","2",1.529,TRUE,0.05,"M-S",2
"G03","A","2",1.493,TRUE,0.025,"M-S",2
"G03","B","1",0.211,FALSE,0.5,"",0
"G03","B","1",2.09,TRUE,0.5,"",0
"G03","B","1",2.053,TRUE,0.25,"",0
"G03","B","1",1.695,TRUE,0.125,"",0
"G03","B","1",1.717,TRUE,0.05,"",0
"G03","B","1",1.79,TRUE,0.025,"",0
"G04","A","1",1.47,TRUE,0,"M-P-T",3
"G04","A","1",0.001,FALSE,0.5,"M-P-T",3
"G04","A","1",0.005,TRUE,0.5,"M-P-T",3
"G04","A","1",0.00600000000000001,TRUE,0.25,"M-P-T",3
"G04","A","1",0.048,TRUE,0.125,"M-P-T",3
"G04","A","1",0.915,TRUE,0.05,"M-P-T",3
"G04","A","1",1.222,TRUE,0.025,"M-P-T",3
"G04","A","2",0.001,FALSE,0.5,"M-P-T",3
"G04","A","2",0.004,TRUE,0.5,"M-P-T",3
"G04","A","2",0.004,TRUE,0.25,"M-P-T",3
"G04","A","2",0.00600000000000001,TRUE,0.125,"M-P-T",3
"G04","A","2",0.74,TRUE,0.05,"M-P-T",3
"G04","A","2",1.009,TRUE,0.025,"M-P-T",3
"G04","B","1",0.001,FALSE,0.5,"C-E-L-M-P-S",6
"G04","B","1",0.002,TRUE,0.5,"C-E-L-M-P-S",6
"G04","B","1",0.004,TRUE,0.25,"C-E-L-M-P-S",6
"G04","B","1",0.004,TRUE,0.125,"C-E-L-M-P-S",6
"G04","B","1",0.258,TRUE,0.05,"C-E-L-M-P-S",6
"G04","B","1",1.147,TRUE,0.025,"C-E-L-M-P-S",6
"G05","A","2",0.001,FALSE,0.5,"C-L-T",3
"G05","A","2",0.02,TRUE,0.5,"C-L-T",3
"G05","A","2",0.132,TRUE,0.25,"C-L-T",3
"G05","A","2",0.684,TRUE,0.125,"C-L-T",3
"G05","A","2",1.194,TRUE,0.05,"C-L-T",3
"G05","A","2",1.428,TRUE,0.025,"C-L-T",3
"G06","A","1",1.734,TRUE,0,"E-M-P",3
"G06","A","1",0.002,FALSE,0.5,"E-M-P",3
"G06","A","1",0.004,TRUE,0.5,"E-M-P",3
"G06","A","1",0.005,TRUE,0.25,"E-M-P",3
"G06","A","1",0.035,TRUE,0.125,"E-M-P",3
"G06","A","1",0.918,TRUE,0.05,"E-M-P",3
"G06","A","1",1.264,TRUE,0.025,"E-M-P",3
"G06","A","2",0.002,FALSE,0.5,"E-M-P",3
"G06","A","2",0.003,TRUE,0.5,"E-M-P",3
"G06","A","2",0.003,TRUE,0.25,"E-M-P",3
"G06","A","2",0.005,TRUE,0.125,"E-M-P",3
"G06","A","2",0.21,TRUE,0.05,"E-M-P",3
"G06","A","2",1.039,TRUE,0.025,"E-M-P",3
"G06","B","2",0.001,FALSE,0.5,NA,NA
"G06","B","2",0.002,TRUE,0.5,NA,NA
"G06","B","2",0.003,TRUE,0.25,NA,NA
"G06","B","2",0.004,TRUE,0.125,NA,NA
"G06","B","2",0.26,TRUE,0.05,NA,NA
"G06","B","2",0.983,TRUE,0.025,NA,NA
"G07","A","1",1.595,TRUE,0,"C-E-L-M",4
"G07","A","1",0.003,FALSE,0.5,"C-E-L-M",4
"G07","A","1",1.056,TRUE,0.5,"C-E-L-M",4
"G07","A","1",1.42,TRUE,0.25,"C-E-L-M",4
"G07","A","1",1.445,TRUE,0.125,"C-E-L-M",4
"G07","A","1",1.57,TRUE,0.05,"C-E-L-M",4
"G07","A","1",1.558,TRUE,0.025,"C-E-L-M",4
"G07","A","2",0.002,FALSE,0.5,"C-E-L-M",4
"G07","A","2",1.297,TRUE,0.5,"C-E-L-M",4
"G07","A","2",1.492,TRUE,0.25,"C-E-L-M",4
"G07","A","2",1.424,TRUE,0.125,"C-E-L-M",4
"G07","A","2",1.559,TRUE,0.05,"C-E-L-M",4
"G07","A","2",1.521,TRUE,0.025,"C-E-L-M",4
"G07","B","2",0.001,FALSE,0.5,NA,NA
"G07","B","2",0.002,TRUE,0.5,NA,NA
"G07","B","2",0.004,TRUE,0.25,NA,NA
"G07","B","2",0.005,TRUE,0.125,NA,NA
"G07","B","2",0.364,TRUE,0.05,NA,NA
"G07","B","2",1.04,TRUE,0.025,NA,NA
"G08","A","1",1.556,TRUE,0,"P-S-T",3
"G08","A","1",0.003,FALSE,0.5,"P-S-T",3
"G08","A","1",0.004,TRUE,0.5,"P-S-T",3
"G08","A","1",0.005,TRUE,0.25,"P-S-T",3
"G08","A","1",0.007,TRUE,0.125,"P-S-T",3
"G08","A","1",0.265,TRUE,0.05,"P-S-T",3
"G08","A","1",0.87,TRUE,0.025,"P-S-T",3
"G08","A","2",0.001,FALSE,0.5,"P-S-T",3
"G08","A","2",0.003,TRUE,0.5,"P-S-T",3
"G08","A","2",0.004,TRUE,0.25,"P-S-T",3
"G08","A","2",0.005,TRUE,0.125,"P-S-T",3
"G08","A","2",0.205,TRUE,0.05,"P-S-T",3
"G08","A","2",0.791,TRUE,0.025,"P-S-T",3
"G09","A","1",1.594,TRUE,0,"C-L-P-T",4
"G09","A","1",0.001,FALSE,0.5,"C-L-P-T",4
"G09","A","1",0.004,TRUE,0.5,"C-L-P-T",4
"G09","A","1",0.008,TRUE,0.25,"C-L-P-T",4
"G09","A","1",0.174,TRUE,0.125,"C-L-P-T",4
"G09","A","1",1.026,TRUE,0.05,"C-L-P-T",4
"G09","A","1",1.259,TRUE,0.025,"C-L-P-T",4
"G09","A","2",0.001,FALSE,0.5,"C-L-P-T",4
"G09","A","2",0.003,TRUE,0.5,"C-L-P-T",4
"G09","A","2",0.005,TRUE,0.25,"C-L-P-T",4
"G09","A","2",0.031,TRUE,0.125,"C-L-P-T",4
"G09","A","2",0.994,TRUE,0.05,"C-L-P-T",4
"G09","A","2",1.204,TRUE,0.025,"C-L-P-T",4
"G09","B","2",0,FALSE,0.5,NA,NA
"G09","B","2",0.002,TRUE,0.5,NA,NA
"G09","B","2",0.003,TRUE,0.25,NA,NA
"G09","B","2",0.004,TRUE,0.125,NA,NA
"G09","B","2",0.175,TRUE,0.05,NA,NA
"G09","B","2",1.244,TRUE,0.025,NA,NA
"G10","A","1",1.644,TRUE,0,"E-M-P-S",4
"G10","A","1",0.002,FALSE,0.5,"E-M-P-S",4
"G10","A","1",0.003,TRUE,0.5,"E-M-P-S",4
"G10","A","1",0.004,TRUE,0.25,"E-M-P-S",4
"G10","A","1",0.005,TRUE,0.125,"E-M-P-S",4
"G10","A","1",0.205,TRUE,0.05,"E-M-P-S",4
"G10","A","1",0.793,TRUE,0.025,"E-M-P-S",4
"G10","A","2",0.002,FALSE,0.5,"E-M-P-S",4
"G10","A","2",0.003,TRUE,0.5,"E-M-P-S",4
"G10","A","2",0.004,TRUE,0.25,"E-M-P-S",4
"G10","A","2",0.005,TRUE,0.125,"E-M-P-S",4
"G10","A","2",0.237,TRUE,0.05,"E-M-P-S",4
"G10","A","2",0.691,TRUE,0.025,"E-M-P-S",4
"G11","A","1",1.632,TRUE,0,"M-P-S-T",4
"G11","A","1",0.001,FALSE,0.5,"M-P-S-T",4
"G11","A","1",0.003,TRUE,0.5,"M-P-S-T",4
"G11","A","1",0.004,TRUE,0.25,"M-P-S-T",4
"G11","A","1",0.005,TRUE,0.125,"M-P-S-T",4
"G11","A","1",0.147,TRUE,0.05,"M-P-S-T",4
"G11","A","1",0.75,TRUE,0.025,"M-P-S-T",4
"G11","A","2",0.001,FALSE,0.5,"M-P-S-T",4
"G11","A","2",0.003,TRUE,0.5,"M-P-S-T",4
"G11","A","2",0.004,TRUE,0.25,"M-P-S-T",4
"G11","A","2",0.005,TRUE,0.125,"M-P-S-T",4
"G11","A","2",0.211,TRUE,0.05,"M-P-S-T",4
"G11","A","2",0.775,TRUE,0.025,"M-P-S-T",4
"H01","A","1",1.502,TRUE,0,"",0
"H01","A","1",0.185,FALSE,0.5,"",0
"H01","A","1",2.556,TRUE,0.5,"",0
"H01","A","1",2.071,TRUE,0.25,"",0
"H01","A","1",1.786,TRUE,0.125,"",0
"H01","A","1",1.616,TRUE,0.05,"",0
"H01","A","1",1.342,TRUE,0.025,"",0
"H01","A","2",0.206,FALSE,0.5,"",0
"H01","A","2",2.371,TRUE,0.5,"",0
"H01","A","2",2.068,TRUE,0.25,"",0
"H01","A","2",1.782,TRUE,0.125,"",0
"H01","A","2",1.658,TRUE,0.05,"",0
"H01","A","2",1.637,TRUE,0.025,"",0
"H01","B","1",0.001,FALSE,0.5,"C-E-M-P-T",5
"H01","B","1",0.009,TRUE,0.5,"C-E-M-P-T",5
"H01","B","1",0.005,TRUE,0.25,"C-E-M-P-T",5
"H01","B","1",0.017,TRUE,0.125,"C-E-M-P-T",5
"H01","B","1",1.059,TRUE,0.05,"C-E-M-P-T",5
"H01","B","1",1.654,TRUE,0.025,"C-E-M-P-T",5
"H02","A","1",1.616,TRUE,0,"P-T",2
"H02","A","1",0.004,FALSE,0.5,"P-T",2
"H02","A","1",0.005,TRUE,0.5,"P-T",2
"H02","A","1",0.01,TRUE,0.25,"P-T",2
"H02","A","1",0.146,TRUE,0.125,"P-T",2
"H02","A","1",1.243,TRUE,0.05,"P-T",2
"H02","A","1",1.31,TRUE,0.025,"P-T",2
"H02","A","2",0.003,FALSE,0.5,"P-T",2
"H02","A","2",0.003,TRUE,0.5,"P-T",2
"H02","A","2",0.005,TRUE,0.25,"P-T",2
"H02","A","2",0.01,TRUE,0.125,"P-T",2
"H02","A","2",0.647,TRUE,0.05,"P-T",2
"H02","A","2",1.157,TRUE,0.025,"P-T",2
"H02","B","1",0.18,FALSE,0.5,"",0
"H02","B","1",2.632,TRUE,0.5,"",0
"H02","B","1",1.753,TRUE,0.25,"",0
"H02","B","1",1.74,TRUE,0.125,"",0
"H02","B","1",1.695,TRUE,0.05,"",0
"H02","B","1",1.704,TRUE,0.025,"",0
"H03","A","1",1.645,TRUE,0,"M-T",2
"H03","A","1",0.003,FALSE,0.5,"M-T",2
"H03","A","1",0.014,TRUE,0.5,"M-T",2
"H03","A","1",0.087,TRUE,0.25,"M-T",2
"H03","A","1",0.484,TRUE,0.125,"M-T",2
"H03","A","1",1.25,TRUE,0.05,"M-T",2
"H03","A","1",1.447,TRUE,0.025,"M-T",2
"H03","A","2",0.003,FALSE,0.5,"M-T",2
"H03","A","2",0.009,TRUE,0.5,"M-T",2
"H03","A","2",0.048,TRUE,0.25,"M-T",2
"H03","A","2",0.301,TRUE,0.125,"M-T",2
"H03","A","2",0.981,TRUE,0.05,"M-T",2
"H03","A","2",1.287,TRUE,0.025,"M-T",2
"H03","B","1",0.183,FALSE,0.5,"",0
"H03","B","1",2.652,TRUE,0.5,"",0
"H03","B","1",1.481,TRUE,0.25,"",0
"H03","B","1",1.764,TRUE,0.125,"",0
"H03","B","1",1.636,TRUE,0.05,"",0
"H03","B","1",1.726,TRUE,0.025,"",0
"H04","A","1",1.57,TRUE,0,"M-S-T",3
"H04","A","1",0.002,FALSE,0.5,"M-S-T",3
"H04","A","1",0.007,TRUE,0.5,"M-S-T",3
"H04","A","1",0.04,TRUE,0.25,"M-S-T",3
"H04","A","1",0.276,TRUE,0.125,"M-S-T",3
"H04","A","1",1.113,TRUE,0.05,"M-S-T",3
"H04","A","1",1.161,TRUE,0.025,"M-S-T",3
"H04","A","2",0.003,FALSE,0.5,"M-S-T",3
"H04","A","2",0.00600000000000001,TRUE,0.5,"M-S-T",3
"H04","A","2",0.021,TRUE,0.25,"M-S-T",3
"H04","A","2",0.205,TRUE,0.125,"M-S-T",3
"H04","A","2",1.049,TRUE,0.05,"M-S-T",3
"H04","A","2",1.28,TRUE,0.025,"M-S-T",3
