"well","plate","replc","abs","starch","x","comp","c.len"
"H04","B","1",0.001,FALSE,0.5,"C-E-L-M-P-S-T",7
"H04","B","1",0.003,TRUE,0.5,"C-E-L-M-P-S-T",7
"H04","B","1",0.003,TRUE,0.25,"C-E-L-M-P-S-T",7
"H04","B","1",0.005,TRUE,0.125,"C-E-L-M-P-S-T",7
"H04","B","1",0.173,TRUE,0.05,"C-E-L-M-P-S-T",7
"H04","B","1",0.806,TRUE,0.025,"C-E-L-M-P-S-T",7
"H05","A","1",1.686,TRUE,0,"C-M-P",3
"H05","A","1",0.002,FALSE,0.5,"C-M-P",3
"H05","A","1",0.005,TRUE,0.5,"C-M-P",3
"H05","A","1",0.008,TRUE,0.25,"C-M-P",3
"H05","A","1",0.056,TRUE,0.125,"C-M-P",3
"H05","A","1",1.061,TRUE,0.05,"C-M-P",3
"H05","A","1",1.457,TRUE,0.025,"C-M-P",3
"H05","A","2",0.002,FALSE,0.5,"C-M-P",3
"H05","A","2",0.003,TRUE,0.5,"C-M-P",3
"H05","A","2",0.005,TRUE,0.25,"C-M-P",3
"H05","A","2",0.073,TRUE,0.125,"C-M-P",3
"H05","A","2",0.854,TRUE,0.05,"C-M-P",3
"H05","A","2",1.316,TRUE,0.025,"C-M-P",3
"H06","A","1",1.561,TRUE,0,"E-M-S",3
"H06","A","1",0.002,FALSE,0.5,"E-M-S",3
"H06","A","1",0.578,TRUE,0.5,"E-M-S",3
"H06","A","1",0.954,TRUE,0.25,"E-M-S",3
"H06","A","1",1.215,TRUE,0.125,"E-M-S",3
"H06","A","1",1.542,TRUE,0.05,"E-M-S",3
"H06","A","1",1.557,TRUE,0.025,"E-M-S",3
"H06","A","2",0.002,FALSE,0.5,"E-M-S",3
"H06","A","2",0.495,TRUE,0.5,"E-M-S",3
"H06","A","2",0.869,TRUE,0.25,"E-M-S",3
"H06","A","2",1.333,TRUE,0.125,"E-M-S",3
"H06","A","2",1.454,TRUE,0.05,"E-M-S",3
"H06","A","2",1.525,TRUE,0.025,"E-M-S",3
"H06","B","2",0.001,FALSE,0.5,NA,NA
"H06","B","2",0.003,TRUE,0.5,NA,NA
"H06","B","2",0.003,TRUE,0.25,NA,NA
"H06","B","2",0.01,TRUE,0.125,NA,NA
"H06","B","2",0.668,TRUE,0.05,NA,NA
"H06","B","2",1.23,TRUE,0.025,NA,NA
"H07","A","1",1.591,TRUE,0,"C-E-L-P",4
"H07","A","1",0.002,FALSE,0.5,"C-E-L-P",4
"H07","A","1",0.005,TRUE,0.5,"C-E-L-P",4
"H07","A","1",0.013,TRUE,0.25,"C-E-L-P",4
"H07","A","1",0.139,TRUE,0.125,"C-E-L-P",4
"H07","A","1",1.385,TRUE,0.05,"C-E-L-P",4
"H07","A","1",1.462,TRUE,0.025,"C-E-L-P",4
"H07","A","2",0.002,FALSE,0.5,"C-E-L-P",4
"H07","A","2",0.004,TRUE,0.5,"C-E-L-P",4
"H07","A","2",0.008,TRUE,0.25,"C-E-L-P",4
"H07","A","2",0.104,TRUE,0.125,"C-E-L-P",4
"H07","A","2",1.118,TRUE,0.05,"C-E-L-P",4
"H07","A","2",1.39,TRUE,0.025,"C-E-L-P",4
"H07","B","2",0.207,FALSE,0.5,NA,NA
"H07","B","2",2.526,TRUE,0.5,NA,NA
"H07","B","2",1.947,TRUE,0.25,NA,NA
"H07","B","2",1.698,TRUE,0.125,NA,NA
"H07","B","2",1.667,TRUE,0.05,NA,NA
"H07","B","2",1.652,TRUE,0.025,NA,NA
"H08","A","1",1.535,TRUE,0,"",0
"H08","A","1",0.181,FALSE,0.5,"",0
"H08","A","1",2.165,TRUE,0.5,"",0
"H08","A","1",2.064,TRUE,0.25,"",0
"H08","A","1",1.728,TRUE,0.125,"",0
"H08","A","1",1.628,TRUE,0.05,"",0
"H08","A","1",1.593,TRUE,0.025,"",0
"H08","A","2",0.04,FALSE,0.5,"",0
"H08","A","2",3.009,TRUE,0.5,"",0
"H08","A","2",2.164,TRUE,0.25,"",0
"H08","A","2",1.837,TRUE,0.125,"",0
"H08","A","2",1.631,TRUE,0.05,"",0
"H08","A","2",1.579,TRUE,0.025,"",0
"H09","A","1",1.656,TRUE,0,"C-M-P-T",4
"H09","A","1",0.002,FALSE,0.5,"C-M-P-T",4
"H09","A","1",0.004,TRUE,0.5,"C-M-P-T",4
"H09","A","1",0.007,TRUE,0.25,"C-M-P-T",4
"H09","A","1",0.041,TRUE,0.125,"C-M-P-T",4
"H09","A","1",0.991,TRUE,0.05,"C-M-P-T",4
"H09","A","1",1.353,TRUE,0.025,"C-M-P-T",4
"H09","A","2",0.002,FALSE,0.5,"C-M-P-T",4
"H09","A","2",0.003,TRUE,0.5,"C-M-P-T",4
"H09","A","2",0.005,TRUE,0.25,"C-M-P-T",4
"H09","A","2",0.05,TRUE,0.125,"C-M-P-T",4
"H09","A","2",0.868,TRUE,0.05,"C-M-P-T",4
"H09","A","2",1.235,TRUE,0.025,"C-M-P-T",4
"H09","B","2",0.001,FALSE,0.5,NA,NA
"H09","B","2",0.003,TRUE,0.5,NA,NA
"H09","B","2",0.003,TRUE,0.25,NA,NA
"H09","B","2",0.004,TRUE,0.125,NA,NA
"H09","B","2",0.273,TRUE,0.05,NA,NA
"H09","B","2",0.879,TRUE,0.025,NA,NA
"H10","A","1",1.546,TRUE,0,"E-M-P-T",4
"H10","A","1",0.003,FALSE,0.5,"E-M-P-T",4
"H10","A","1",0.004,TRUE,0.5,"E-M-P-T",4
"H10","A","1",0.00600000000000001,TRUE,0.25,"E-M-P-T",4
"H10","A","1",0.015,TRUE,0.125,"E-M-P-T",4
"H10","A","1",0.775,TRUE,0.05,"E-M-P-T",4
"H10","A","1",1.192,TRUE,0.025,"E-M-P-T",4
"H10","A","2",0.002,FALSE,0.5,"E-M-P-T",4
"H10","A","2",0.003,TRUE,0.5,"E-M-P-T",4
"H10","A","2",0.004,TRUE,0.25,"E-M-P-T",4
"H10","A","2",0.007,TRUE,0.125,"E-M-P-T",4
"H10","A","2",0.502,TRUE,0.05,"E-M-P-T",4
"H10","A","2",1.194,TRUE,0.025,"E-M-P-T",4
"H11","A","1",1.524,TRUE,0,"",0
"H11","A","1",0.004,FALSE,0.5,"",0
"H11","A","1",0.022,TRUE,0.5,"",0
"H11","A","1",0.169,TRUE,0.25,"",0
"H11","A","1",0.677,TRUE,0.125,"",0
"H11","A","1",1.177,TRUE,0.05,"",0
"H11","A","1",1.443,TRUE,0.025,"",0
"H11","A","2",0.044,FALSE,0.5,"",0
"H11","A","2",2.999,TRUE,0.5,"",0
"H11","A","2",2.159,TRUE,0.25,"",0
"H11","A","2",1.883,TRUE,0.125,"",0
"H11","A","2",1.683,TRUE,0.05,"",0
"H11","A","2",1.602,TRUE,0.025,"",0
