"cond.SN","cond.SN.dil","strain","well","fit","fit.se","od600.m","od600.sd","cfu.m","cfu.sd","REP","cfu.se"
"M",0.1,"T","D07",5.58145246466313,0.477762081833992,0.149,0.0133749350984926,568973.747016707,51073.7378462724,2,16150.9340212563
"P",0,"T","E06",6.05880191981705,0.619568548076065,0.1178,0.00677905270340595,449832.935560859,25886.5974354404,1,8186.06087678652
"P",0,"T","E12",6.95710987394899,0.127498544143108,0.1045,0.00729154761807578,399045.346062053,27843.6185893109,2,8804.92530432269
"P",0.00625,"T","E05",4.95840722919706,0.248752460548534,0.1019,0.0122061004784038,389116.945107399,46610.4075547638,1,14739.5050541773
"P",0.00625,"T","E11",5.71325209970986,0.225557201275313,0.1361,0.013287002839032,519713.603818616,50737.9583352058,2,16044.7512165975
"P",0.0125,"T","E04",5.84336289738745,0.299883582071613,0.1032,0.0151202586691572,394081.145584726,57738.4579251825,1,18258.5035629377
"P",0.0125,"T","E10",6.9412820030818,0.282416168531916,0.129,0.00483045891539648,492601.431980907,18445.6665027073,2,5833.03191084275
"P",0.025,"T","E03",5.27666579949552,0.326246762948166,0.1156,0.00854010148261327,441431.980906921,32611.366043392,1,10312.6194306592
"P",0.025,"T","E09",5.15725826222624,0.32169400514742,0.1431,0.000994428926011754,546443.914081146,3797.34196090407,2,1200.82496509869
"P",0.05,"T","E02",5.46850000585883,0.259851575259177,0.1223,0.00910494371207203,467016.706443914,34768.2814780794,1,10994.6959800577
"P",0.05,"T","E08",4.48874225615565,0.321161352450383,0.1655,0.00618690373109018,631980.906921241,23625.4080423491,2,7471.01000646829
"P",0.1,"T","E01",3.98552207322081,0.463920018866564,0.1255,0.00310017920628971,479236.276849642,11838.3931505096,1,3743.62861921469
"P",0.1,"T","E07",5.38102556790739,0.505613994347777,0.1646,0.0102436972492032,628544.15274463,39116.743672375,2,12369.8004653684
"S",0,"T","F06",6.15173335888513,0.173356828321687,0.1075,0.00797565740933694,410501.193317422,30455.9710141745,1,9631.02367568597
"S",0,"T","F12",6.6520806570623,0.668625541259036,0.0979,0.00730981075906437,373842.482100239,27913.3585071671,2,8826.97900274855
"S",0.00625,"T","F05",5.56695451180298,0.159401572630503,0.1026,0.00620394139953698,391789.976133652,23690.4683514539,1,7491.58388267287
"S",0.00625,"T","F11",6.43419566764706,0.186184292985385,0.1313,0.0123652739557197,501384.248210024,47218.2299025096,2,14931.7153573401
"S",0.0125,"T","F04",6.20134570344858,0.349075247381418,0.1066,0.00929994026265163,407064.439140812,35512.8983776673,1,11230.1645187527
"S",0.0125,"T","F10",7.09441239636446,0.184267537743599,0.1001,0.0154879881772223,382243.436754177,59142.675617078,2,18702.5561866471
"S",0.025,"T","F03",5.92419572577431,0.263828251390526,0.0968,0.0095312352003528,369642.00477327,36396.1248700823,1,11509.465259336
"S",0.025,"T","F09",5.94473436471572,0.261491866535803,0.1071,0.0122333787465097,408973.747016706,46714.5727790347,2,14772.4449903451
"S",0.05,"T","F02",7.60268837539189,0.250029498248851,0.1017,0.00734922520481656,388353.221957041,28063.8671305644,1,8874.57400849175
"S",0.05,"T","F08",6.30485388401798,0.677271388756489,0.1315,0.0127736708375732,502147.971360382,48777.7406685371,2,15424.8759629601
"S",0.1,"T","F01",5.2645948310037,0.307948560569375,0.1176,0.00302581485810939,449069.212410501,11554.4242791767,1,3653.82977741476
"S",0.1,"T","F07",4.13994494908913,0.853412430705309,0.1346,0.00776316086827181,513985.680190931,29644.5283752623,2,9374.42298273196
"T",0,"T","G06",6.72940762326277,0.459455038460211,0.116,0.00607362238609621,442959.427207637,23192.8301139712,1,7334.21685454916
"T",0,"T","G12",5.83252829150397,0.711901018414506,0.1219,0.00363470921960906,465489.260143198,13879.5578791754,2,4389.10158143304
"T",0.00625,"T","G05",5.93379614613245,0.349846142278139,0.1191,0.00707813534767456,454797.136038186,27028.6791319315,1,8547.21882027662
"T",0.00625,"T","G11",6.19294623054164,0.249895112034936,0.1304,0.00483505716385834,497947.494033413,18463.2254467144,2,5838.58453647973
"T",0.0125,"T","G04",6.22739532500548,0.159383307590889,0.1206,0.00605896947600094,460525.059665871,23136.8762806719,1,7316.52269884484
"T",0.0125,"T","G10",7.67558005441621,0.195294751974186,0.1189,0.00989331985623521,454033.412887828,37778.7870405163,2,11946.7014286483
"T",0.025,"T","G03",6.29437104774942,0.446061773343228,0.1332,0.00798331593595878,508639.618138425,30485.2159845681,1,9640.27174734077
"T",0.025,"T","G09",6.02254691423096,0.109803357269061,0.1256,0.00844853701996847,479618.138424821,32261.7165440324,2,10202.0505505878
"T",0.05,"T","G02",5.87659697395723,0.277578300810104,0.1417,0.0239306869474693,541097.85202864,91382.098128761,1,28897.5567451896
"T",0.05,"T","G08",7.17274085298256,0.378590171503789,0.1258,0.00662989860824097,480381.861575179,25317.0352581994,2,8005.94950186992
"T",0.1,"T","G01",4.01979809685596,0.710724804177894,0.1361,0.00604520011616195,519713.603818616,23084.2963862986,1,7299.89547630977
"T",0.1,"T","G07",5.72025991859164,0.58071253850783,0.1397,0.00298328677803526,533460.62052506,11392.0258827122,2,3602.47489529607
