"cfu.m","predicted"
0,0
10,1.43439325536022e-05
20,2.86862280532405e-05
30,4.3026886779151e-05
40,5.73659090115059e-05
50,7.17032950304136e-05
60,8.60390451159184e-05
70,0.000100373159548001
80,0.000114705638606577
90,0.000129036482571501
100,0.00014336569172256
110,0.00015769326633948
120,0.000172019206701922
130,0.000186343513089484
140,0.000200666185781699
150,0.000214987225058037
160,0.000229306631197904
170,0.000243624404480643
180,0.000257940545185532
190,0.000272255053591786
200,0.000286567929978557
210,0.000300879174624933
220,0.000315188787809937
230,0.000329496769812531
240,0.00034380312091161
250,0.000358107841386009
260,0.000372410931514497
270,0.00038671239157578
280,0.000401012221848501
290,0.00041531042261124
300,0.000429606994142511
310,0.000443901936720767
320,0.000458195250624397
330,0.000472486936131726
340,0.000486776993521017
350,0.000501065423070467
360,0.000515352225058212
370,0.000529637399762324
380,0.00054392094746081
390,0.000558202868431617
400,0.000572483162952627
410,0.000586761831301657
420,0.000601038873756462
430,0.000615314290594736
440,0.000629588082094106
450,0.000643860248532139
460,0.000658130790186337
470,0.000672399707334138
480,0.000686667000252919
490,0.000700932669219993
500,0.00071519671451261
510,0.000729459136407955
520,0.000743719935183154
530,0.000757979111115266
540,0.000772236664481288
550,0.000786492595558156
560,0.00080074690462274
570,0.000814999591951849
580,0.000829250657822228
590,0.000843500102510561
600,0.000857747926293465
610,0.000871994129447498
620,0.000886238712249154
630,0.000900481674974862
640,0.000914723017900992
650,0.000928962741303848
660,0.000943200845459673
670,0.000957437330644645
680,0.000971672197134881
690,0.000985905445206436
700,0.0010001370751353
710,0.0010143670871974
720,0.0010285954816686
730,0.00104282225882471
740,0.00105704741894147
750,0.00107127096229455
760,0.00108549288915956
770,0.00109971319981207
780,0.00111393189452755
790,0.00112814897358145
800,0.00114236443724911
810,0.00115657828580585
820,0.00117079051952689
830,0.00118500113868743
840,0.00119921014356257
850,0.00121341753442736
860,0.0012276233115568
870,0.0012418274752258
880,0.00125603002570925
890,0.00127023096328192
900,0.00128443028821857
910,0.00129862800079388
920,0.00131282410128245
930,0.00132701858995884
940,0.00134121146709754
950,0.00135540273297298
960,0.00136959238785952
970,0.00138378043203147
980,0.00139796686576306
990,0.00141215168932847
1000,0.00142633490300183
1010,0.00144051650705718
1020,0.00145469650176852
1030,0.00146887488740977
1040,0.00148305166425481
1050,0.00149722683257743
1060,0.00151140039265139
1070,0.00152557234475036
1080,0.00153974268914797
1090,0.00155391142611776
1100,0.00156807855593324
1110,0.00158224407886783
1120,0.00159640799519491
1130,0.00161057030518779
1140,0.00162473100911971
1150,0.00163889010726386
1160,0.00165304759989336
1170,0.00166720348728128
1180,0.0016813577697006
1190,0.00169551044742427
1200,0.00170966152072517
1210,0.0017238109898761
1220,0.00173795885514982
1230,0.00175210511681902
1240,0.00176624977515632
1250,0.0017803928304343
1260,0.00179453428292545
1270,0.00180867413290222
1280,0.00182281238063699
1290,0.00183694902640208
1300,0.00185108407046975
1310,0.00186521751311219
1320,0.00187934935460153
1330,0.00189347959520985
1340,0.00190760823520916
1350,0.00192173527487141
1360,0.00193586071446849
1370,0.00194998455427221
1380,0.00196410679455435
1390,0.00197822743558661
1400,0.00199234647764063
1410,0.00200646392098799
1420,0.00202057976590021
1430,0.00203469401264874
1440,0.00204880666150498
1450,0.00206291771274026
1460,0.00207702716662586
1470,0.00209113502343299
